tier,reason,name,city,state,shop_type,offers_fitting,reviews,rating,slug,website
1,simulator lounge — website confirms no fitting,Kraftygolf Studio,Plymouth,MN,Simulator,False,0,5,kraftygolf-studio-plymouth-mn,https://www.kraftygolf.com/
1,simulator lounge — website confirms no fitting,Twincitiesgolf.com,Eden Prairie,MN,Simulator,False,0,4.9,twincitiesgolfcom-eden-prairie-mn,https://www.twincitiesgolf.com/
1,simulator lounge — website confirms no fitting,Eagle Zone GOLF,Sikeston,MO,Simulator,False,0,5,eagle-zone-golf-sikeston-mo,https://eaglezonegolf.com/
1,simulator lounge — website confirms no fitting,Gimme GOLF Clubhouse,St Charles,MO,Simulator,False,0,5,gimme-golf-clubhouse-st-charles-mo,https://www.gimmegolfclub.com/
1,simulator lounge — website confirms no fitting,The First Tee Driving Range,St. Louis,MO,Simulator,False,0,4.6,the-first-tee-driving-range-st-louis-mo,https://thefirstteerange.com/
1,simulator lounge — website confirms no fitting,X-golf Ellisville,Ellisville,MO,Simulator,False,0,4.6,x-golf-ellisville-ellisville-mo,https://www.xgolfellisville.com/
1,simulator lounge — website confirms no fitting,Albatross Indoor GOLF Club,Grand Forks,ND,Simulator,False,0,4.8,albatross-indoor-golf-club-grand-forks-nd,https://albatrossgf.com/
1,simulator lounge — website confirms no fitting,Dogleg North,Fargo,ND,Simulator,False,0,4.8,dogleg-north-fargo-nd,https://www.doglegnorth.com/
1,simulator lounge — website confirms no fitting,GOLF Addiction,Fargo,ND,Simulator,False,0,4.3,golf-addiction-fargo-nd,https://www.golfaddiction.biz/
1,simulator lounge — website confirms no fitting,Golfnxt,Fargo,ND,Simulator,False,0,5,golfnxt-fargo-nd,https://www.golfnxt.club/
1,simulator lounge — website confirms no fitting,21 GOLF Range Powered By Toptracer,Palisades Park,NJ,Simulator,False,0,4.5,21-golf-range-powered-by-toptracer-palisades-park-nj,https://www.21golfrange.com/
1,simulator lounge — website confirms no fitting,Azuzon GOLF,Palisades Park,NJ,Simulator,False,0,4.8,azuzon-golf-palisades-park-nj,https://www.21golfrange.com/
1,simulator lounge — website confirms no fitting,Birdies & Lattes,Edison,NJ,Simulator,False,0,4.7,birdies-lattes-edison-nj,https://birdieslattes.com/
1,simulator lounge — website confirms no fitting,Cart Path Only GOLF & Sport Club,Harrison,NJ,Simulator,False,0,4.7,cart-path-only-golf-sport-club-harrison-nj,https://www.cartpathonlygc.com/
1,simulator lounge — website confirms no fitting,Core GOLF Performance Lab,Franklin Lakes,NJ,Simulator,False,0,4.9,core-golf-performance-lab-franklin-lakes-nj,https://coregolfperformance.com/
1,simulator lounge — website confirms no fitting,Fitness Factory Health Club,Jersey City,NJ,Simulator,False,0,4.1,fitness-factory-health-club-jersey-city-nj,https://www.fitnessfactorygym.com/jersey-city
1,simulator lounge — website confirms no fitting,Golfzon Range By Leadbetter,Little Ferry,NJ,Simulator,False,0,4.8,golfzon-range-by-leadbetter-little-ferry-nj,https://www.golfzonrange.com/
1,simulator lounge — website confirms no fitting,Grand GOLF PRO Shops INC,Palisades Park,NJ,Simulator,False,0,4,grand-golf-pro-shops-inc-palisades-park-nj,https://playgolfnearme.com/grand-golf-pro-shops-inc
1,simulator lounge — website confirms no fitting,Js Screen GOLF,Northvale,NJ,Simulator,False,0,4.9,js-screen-golf-northvale-nj,https://www.jsgolfnj.com/
1,simulator lounge — website confirms no fitting,New Jersey State GOLF Association,Kenilworth,NJ,Simulator,False,0,5,new-jersey-state-golf-association-kenilworth-nj,https://www.njsga.org/
1,simulator lounge — website confirms no fitting,Play! Hoboken,Hoboken,NJ,Simulator,False,0,3.9,play-hoboken-hoboken-nj,https://www.playhoboken.com/
1,simulator lounge — website confirms no fitting,Powerhouse GOLF Club,Jersey City,NJ,Simulator,False,0,5,powerhouse-golf-club-jersey-city-nj,https://powerhousegolfclub.com/
1,simulator lounge — website confirms no fitting,River Vale Country Club,River Vale,NJ,Simulator,False,0,4.5,river-vale-country-club-river-vale-nj,https://www.rivervalecc.com/
1,simulator lounge — website confirms no fitting,Tee 2 Green Indoor GOLF Center,West Long Branch,NJ,Simulator,False,0,4.9,tee-2-green-indoor-golf-center-west-long-branch-nj,https://tee2green.com/
1,simulator lounge — website confirms no fitting,The GOLF Center At Athletic Republic Escape,Mt Laurel Township,NJ,Simulator,False,0,5,the-golf-center-at-athletic-republic-escape-mt-laurel-township-nj,https://www.golfmtl.com/
1,simulator lounge — website confirms no fitting,West End GOLF Club,Rutherford,NJ,Simulator,False,0,4.9,west-end-golf-club-rutherford-nj,https://westendgolfclub.com/
1,simulator lounge — website confirms no fitting,Flyaway Sim GOLF,Henderson,NV,Simulator,False,0,4.9,flyaway-sim-golf-henderson-nv,https://www.flyawaysimgolf.com/
1,simulator lounge — website confirms no fitting,GOLF PRO Delivered,Medford,NY,Simulator,False,0,5,golf-pro-delivered-medford-ny,https://www.golfgpd.com/
1,simulator lounge — website confirms no fitting,Golfzon Social - Palisades Center,West Nyack,NY,Simulator,False,0,5,golfzon-social-palisades-center-west-nyack-ny,https://golfzonsocial.com/locations/west-nyack/
1,simulator lounge — website confirms no fitting,Greenside GOLF Academy @golf V.2 Tribeca,New York,NY,Simulator,False,0,4.9,greenside-golf-academy-golf-v2-tribeca-new-york-ny,https://www.greensidegolfacademy.com/
1,simulator lounge — website confirms no fitting,Igolf By Space Nyc,New York,NY,Simulator,False,0,4.9,igolf-by-space-nyc-new-york-ny,https://igolf32.com/
1,simulator lounge — website confirms no fitting,Konnectgolf,New York,NY,Simulator,False,0,4.9,konnectgolf-new-york-ny,https://konnectgolf.com/
1,simulator lounge — website confirms no fitting,Sswing,New York,NY,Simulator,False,0,4.1,sswing-new-york-ny,https://www.sswing.com/
1,simulator lounge — website confirms no fitting,Tee Time GOLF,New York,NY,Simulator,False,0,5,tee-time-golf-new-york-ny,https://www.teetimenyc.com/
1,simulator lounge — website confirms no fitting,The Bridge GOLF Learning Center,New York,NY,Simulator,False,0,4,the-bridge-golf-learning-center-new-york-ny,https://bridgegolffoundation.org/
1,simulator lounge — website confirms no fitting,The Hack Shack,New York,NY,Simulator,False,0,4.7,the-hack-shack-new-york-ny,https://www.thehackshack.com/
1,simulator lounge — website confirms no fitting,X-golf Brooklyn,Brooklyn,NY,Simulator,False,0,4.8,x-golf-brooklyn-brooklyn-ny,https://www.xgolfbrooklyn.com/
1,simulator lounge — website confirms no fitting,GOLF Performance 4 Life,Medina,OH,Simulator,False,0,3.7,golf-performance-4-life-medina-oh,https://www.golfperformance4life.com/
1,simulator lounge — website confirms no fitting,Joe Giles Indoor GOLF,Newark,OH,Simulator,False,0,5,joe-giles-indoor-golf-newark-oh,https://joegilesindoorgolf.com/
1,simulator lounge — website confirms no fitting,Andrew Decordre GOLF,Collegeville,PA,Simulator,False,0,4.3,andrew-decordre-golf-collegeville-pa,https://andrewdecordregolf.com/
1,simulator lounge — website confirms no fitting,Imagen GOLF,Doylestown,PA,Simulator,False,0,5,imagen-golf-doylestown-pa,https://imagengolf.com/
1,simulator lounge — website confirms no fitting,Indoor GOLF Club,Fort Washington,PA,Simulator,False,0,5,indoor-golf-club-fort-washington-pa,https://indoorgolfclub.com/
1,simulator lounge — website confirms no fitting,Keystone GOLF Club,Hatfield,PA,Simulator,False,0,5,keystone-golf-club-hatfield-pa,https://www.keystonegolfclub.com/
1,simulator lounge — website confirms no fitting,Park Hills GOLF Club PRO Shop,Altoona,PA,Simulator,False,0,4.4,park-hills-golf-club-pro-shop-altoona-pa,https://www.parkhillsgc.com/
1,simulator lounge — website confirms no fitting,Scranton GOLF Center,South Abington Township,PA,Simulator,False,0,4.5,scranton-golf-center-south-abington-township-pa,https://www.scrantongolfcenter.com/index.html
1,simulator lounge — website confirms no fitting,The GOLF Garage,Souderton,PA,Simulator,False,0,4,the-golf-garage-souderton-pa,https://andrewdecordregolf.com/
1,simulator lounge — website confirms no fitting,The GOLF Loft,Hanover,PA,Simulator,False,0,5,the-golf-loft-hanover-pa,https://thegolfloft.us/
1,simulator lounge — website confirms no fitting,The GOLF Fix,Greenwood,SC,Simulator,False,0,4.9,the-golf-fix-greenwood-sc,https://thegolffix.us/
1,simulator lounge — website confirms no fitting,Hightee,Memphis,TN,Simulator,False,0,4.6,hightee-memphis-tn,https://hightee.org/
1,simulator lounge — website confirms no fitting,Par GOLF Tn,Brentwood,TN,Simulator,False,0,5,par-golf-tn-brentwood-tn,https://www.pargolftn.com/
1,simulator lounge — website confirms no fitting,Tennessee Grasslands GOLF And Tennis Performance Improvement Center,Gallatin,TN,Simulator,False,0,0,tennessee-grasslands-golf-and-tennis-performance-improvement-center-gallatin-tn,https://www.tngrasslands.com/
1,simulator lounge — website confirms no fitting,1611 GOLF Club,Burleson,TX,Simulator,False,0,4.7,1611-golf-club-burleson-tx,https://1611golf.com/
1,simulator lounge — website confirms no fitting,1611 GOLF Club,Fort Worth,TX,Simulator,False,0,4.9,1611-golf-club-fort-worth-tx,https://www.1611golf.com/
1,simulator lounge — website confirms no fitting,GOLF Tee Performance,Southlake,TX,Simulator,False,0,5,golf-tee-performance-southlake-tx,https://golfteeperformance.com/
1,simulator lounge — website confirms no fitting,James Parker GOLF Coaching,Allen,TX,Simulator,False,0,5,james-parker-golf-coaching-allen-tx,https://ethosgolf.net/
1,simulator lounge — website confirms no fitting,Z. Max GOLF Studio,Houston,TX,Simulator,False,0,5,z-max-golf-studio-houston-tx,https://instagram.com/z.max_golf_studio?igshid=ZGUzMzM3NWJiOQ==
1,simulator lounge — website confirms no fitting,Beehive GOLF Club,Pleasant Grove,UT,Simulator,False,0,5,beehive-golf-club-pleasant-grove-ut,https://beehivegolfclub.com/
1,simulator lounge — website confirms no fitting,GOLF & Fitness Utah,Salt Lake City,UT,Simulator,False,0,5,golf-fitness-utah-salt-lake-city-ut,https://www.theranchesgolfclub.com/
1,simulator lounge — website confirms no fitting,GOLF Lab,South Salt Lake,UT,Simulator,False,0,5,golf-lab-south-salt-lake-ut,https://www.golflab.net/
1,simulator lounge — website confirms no fitting,The GOLF Forge - South Jordan,South Jordan,UT,Simulator,False,0,5,the-golf-forge-south-jordan-south-jordan-ut,https://www.thegolfforge.com/
1,simulator lounge — website confirms no fitting,The Turn GOLF Club,Draper,UT,Simulator,False,0,5,the-turn-golf-club-draper-ut,https://theturngolfclub.com/
1,simulator lounge — website confirms no fitting,Walnut GOLF Club - Provo,Provo,UT,Simulator,False,0,5,walnut-golf-club-provo-provo-ut,https://walnutgolfclub.com/
1,simulator lounge — website confirms no fitting,Get Loose GOLF Club,Chesapeake,VA,Simulator,False,0,5,get-loose-golf-club-chesapeake-va,https://www.getloosegolf.com/
1,simulator lounge — website confirms no fitting,Irish GOLF Academy,Warrenton,VA,Simulator,False,0,5,irish-golf-academy-warrenton-va,https://golfspot29.com/irish-golf-academy/
1,simulator lounge — website confirms no fitting,Next Level GOLF,Herndon,VA,Simulator,False,0,5,next-level-golf-herndon-va,https://www.nextlevelgolfusa.com/
1,simulator lounge — website confirms no fitting,Tee It Up,Midlothian,VA,Simulator,False,0,4.5,tee-it-up-midlothian-va,https://teeituprva.com/
1,simulator lounge — website confirms no fitting,X-golf Richmond,Midlothian,VA,Simulator,False,0,4.8,x-golf-richmond-midlothian-va,https://www.xgolfrichmond.com/
1,simulator lounge — website confirms no fitting,Gonzo's Hd Sports,South Burlington,VT,Simulator,False,0,4.5,gonzos-hd-sports-south-burlington-vt,https://www.gonzoshdsports.com/
1,simulator lounge — website confirms no fitting,Whack Vermont,Shelburne,VT,Simulator,False,0,5,whack-vermont-shelburne-vt,https://whackvt.com/
1,simulator lounge — website confirms no fitting,Anna Krieski GOLF LLC,Wisconsin Dells,WI,Simulator,False,0,5,anna-krieski-golf-llc-wisconsin-dells-wi,https://annakrieskigolf.com/
1,simulator lounge — website confirms no fitting,Kohler Swing Studio & GOLF Shop,Kohler,WI,Simulator,False,0,4.3,kohler-swing-studio-golf-shop-kohler-wi,https://www.destinationkohler.com/golf/swing-studio
1,simulator lounge — website confirms no fitting,"Simgolf, LLC",Peterstown,WV,Simulator,False,0,5,simgolf-llc-peterstown-wv,https://simgolfwv.com/
1,simulator lounge — website dead/unreachable,Coombs GOLF Studio,Melbourne,FL,Simulator,False,0,5,coombs-golf-studio-melbourne-fl,https://www.321golfacademy.com/
1,simulator lounge — website dead/unreachable,The GOLF House Of Maple Park,Maple Park,IL,Simulator,False,0,0,the-golf-house-of-maple-park-maple-park-il,https://www.thegolfhouseofmaplepark.com/
1,simulator lounge — website dead/unreachable,The GOLF Hut,Derby,KS,Simulator,False,0,5,the-golf-hut-derby-ks,https://www.thegolfhutderby.squarespace.com/
1,simulator lounge — website dead/unreachable,Todd Mcdaniel GOLF,Chesapeake,VA,Simulator,False,0,5,todd-mcdaniel-golf-chesapeake-va,https://www.toddmcdanielgolf.com/
1,simulator lounge — website dead/unreachable,Blind Shot Social Club,Madison,WI,Simulator,False,0,4.4,blind-shot-social-club-madison-wi,https://www.blindshotsocialclub.com/
2,general sporting-goods big box,Dick's House Of Sport,Durham,NC,Clubfitter,True,0,4,dicks-house-of-sport-durham-nc,https://stores.dickssportinggoods.com/nc/durham/1607/?seo=localpack
2,general sporting-goods big box,Dick's House Of Sport,Jersey City,NJ,Clubfitter,True,0,3.8,dicks-house-of-sport-jersey-city-nj,https://stores.dickssportinggoods.com/nj/jersey-city/1567/?seo=localpack
2,general sporting-goods big box,Dick's House Of Sport,Columbus,OH,Clubfitter,True,0,4.1,dicks-house-of-sport-columbus-oh,https://stores.dickssportinggoods.com/oh/columbus/1666/?seo=localpack
2,general sporting-goods big box,Dick's House Of Sport,Charlottesville,VA,Retailer,False,0,3.9,dicks-house-of-sport-charlottesville-va,https://stores.dickssportinggoods.com/va/charlottesville/1665/?seo=localpack
2,golf entertainment chain,X-golf Appleton,Appleton,WI,Simulator,False,0,4.9,x-golf-appleton-appleton-wi,https://www.xgolfappleton.com/
2,golf entertainment chain,X-golf Brookfield,Brookfield,WI,Simulator,False,0,4.7,x-golf-brookfield-brookfield-wi,https://www.xgolfbrookfield.com/
2,golf entertainment chain,X-golf Madison,Madison,WI,Simulator,False,0,4.7,x-golf-madison-madison-wi,https://playxgolf.com/locations/madison/
2,retailer — website confirms NO fitting/repair mention,Your GOLF Superstore,Montgomery,AL,Retailer,False,0,4.5,your-golf-superstore-montgomery-al,https://yourgolfsuperstore.com/
2,retailer — website confirms NO fitting/repair mention,Your GOLF Superstore,Tuscaloosa,AL,Retailer,False,0,3.3,your-golf-superstore-tuscaloosa-al,https://yourgolfsuperstore.com/
2,retailer — website confirms NO fitting/repair mention,Elite GOLF Performance Ai,Paragould,AR,Retailer,False,0,0,elite-golf-performance-ai-paragould-ar,https://elitegolfperformance.ai/
2,retailer — website confirms NO fitting/repair mention,GOLF USA Fayetteville,Fayetteville,AR,Retailer,False,0,4.7,golf-usa-fayetteville-fayetteville-ar,https://www.facebook.com/GolfUSAFayetteville
2,retailer — website confirms NO fitting/repair mention,GOLF World,Little Rock,AR,Retailer,False,0,4.6,golf-world-little-rock-ar,https://www.golfworldlr.com/
2,retailer — website confirms NO fitting/repair mention,Smith GOLF,Searcy,AR,Retailer,False,0,4.2,smith-golf-searcy-ar,https://www.smith-golf.com/
2,retailer — website confirms NO fitting/repair mention,Sportstop INC,Little Rock,AR,Retailer,False,0,4.4,sportstop-inc-little-rock-ar,https://sportstopinc.com/
2,retailer — website confirms NO fitting/repair mention,Trails End Western Wear & Tack LLC,Searcy,AR,Retailer,False,0,4.5,trails-end-western-wear-tack-llc-searcy-ar,https://trailsendwesternwear.com/pages/contact-us
2,retailer — website confirms NO fitting/repair mention,Ejs GOLF - Coach Erik,Scottsdale,AZ,Retailer,False,0,5,ejs-golf-coach-erik-scottsdale-az,https://ejsgolf.com/
2,retailer — website confirms NO fitting/repair mention,Old Town GOLF,Mesa,AZ,Retailer,False,0,4.7,old-town-golf-mesa-az,https://www.oldtowngolfshop.com/
2,retailer — website confirms NO fitting/repair mention,Scottsdale GOLF Lessons By Grip & Rip GOLF,Scottsdale,AZ,Retailer,False,0,5,scottsdale-golf-lessons-by-grip-rip-golf-scottsdale-az,https://azgolflessons.golf/
2,retailer — website confirms NO fitting/repair mention,Shadetree GOLF & Pickleball,Mesa,AZ,Retailer,False,0,4.9,shadetree-golf-pickleball-mesa-az,https://shadetreegolf.com/
2,retailer — website confirms NO fitting/repair mention,Two Friends GOLF,Scottsdale,AZ,Retailer,False,5,5,two-friends-golf-scottsdale-az,https://www.twofriendsgolf.com/
2,retailer — website confirms NO fitting/repair mention,Golden GOLF Mart,San Gabriel,CA,Retailer,False,0,4.5,golden-golf-mart-san-gabriel-ca,https://goldengolfmart.com/
2,retailer — website confirms NO fitting/repair mention,Golfbuddy,Santa Fe Springs,CA,Retailer,False,0,3.1,golfbuddy-santa-fe-springs-ca,https://golfbuddyamerica.com/
2,retailer — website confirms NO fitting/repair mention,Griffith Park GOLF Shop,Los Angeles,CA,Retailer,False,0,4.2,griffith-park-golf-shop-los-angeles-ca,https://golf.lacity.gov/wilson-golf-course/
2,retailer — website confirms NO fitting/repair mention,Lady GOLF - The Fashion House,Palm Desert,CA,Retailer,False,0,3.4,lady-golf-the-fashion-house-palm-desert-ca,https://www.ladygolf.com/
2,retailer — website confirms NO fitting/repair mention,Legal Limit Putters,Rancho Cordova,CA,Retailer,False,0,0,legal-limit-putters-rancho-cordova-ca,https://www.legallimitputters.com/Pages/contact_us.html
2,retailer — website confirms NO fitting/repair mention,Malbon GOLF Carmel,Carmel-by-the-sea,CA,Retailer,False,0,4.7,malbon-golf-carmel-carmel-by-the-sea-ca,https://malbongolf.com/
2,retailer — website confirms NO fitting/repair mention,Off-price GOLF,Carlsbad,CA,Retailer,False,0,0,off-price-golf-carlsbad-ca,https://offpricegolf.com/pages/contact-us
2,retailer — website confirms NO fitting/repair mention,Quiet GOLF,Costa Mesa,CA,Retailer,False,0,5,quiet-golf-costa-mesa-ca,https://www.quietgolfclub.com/
2,retailer — website confirms NO fitting/repair mention,Steve Carfano's Newport Beach GOLF Shop,Newport Beach,CA,Retailer,False,0,4.9,steve-carfanos-newport-beach-golf-shop-newport-beach-ca,https://newportbeachgolfshop.com/
2,retailer — website confirms NO fitting/repair mention,Thegolfvault.shop,San Juan Capistrano,CA,Retailer,False,0,5,thegolfvaultshop-san-juan-capistrano-ca,https://thegolfvault.shop/
2,retailer — website confirms NO fitting/repair mention,Elite GOLF Schools Of Colorado,Lone Tree,CO,Retailer,False,0,5,elite-golf-schools-of-colorado-lone-tree-co,https://elitegolfofco.com/
2,retailer — website confirms NO fitting/repair mention,Nikki Adams GOLF Instructor,Centennial,CO,Retailer,False,0,5,nikki-adams-golf-instructor-centennial-co,https://linktr.ee/nikkiadamsgolf
2,retailer — website confirms NO fitting/repair mention,Red Number GOLF,Colorado Springs,CO,Retailer,False,0,5,red-number-golf-colorado-springs-co,https://www.pga.com/coach/williamchristensen
2,retailer — website confirms NO fitting/repair mention,Shaftshack,Denver,CO,Retailer,False,0,4.7,shaftshack-denver-co,https://www.shaftshack.com/
2,retailer — website confirms NO fitting/repair mention,"Andy Svoboda, PGA PRO",Milford,CT,Retailer,False,0,5,andy-svoboda-pga-pro-milford-ct,https://www.andysvobodagolfinstructor.com/
2,retailer — website confirms NO fitting/repair mention,Bigga Balls GOLF,Stratford,CT,Retailer,False,0,5,bigga-balls-golf-stratford-ct,https://biggaballs.com/
2,retailer — website confirms NO fitting/repair mention,Dogleg Design Studio,Cromwell,CT,Retailer,False,0,5,dogleg-design-studio-cromwell-ct,https://www.doglegdesignstudio.com/
2,retailer — website confirms NO fitting/repair mention,GOLF Shop At Burning Tree,Greenwich,CT,Retailer,False,0,5,golf-shop-at-burning-tree-greenwich-ct,https://www.burningtreecc.org/
2,retailer — website confirms NO fitting/repair mention,Lg GOLF Instruction & Training,Fairfield,CT,Retailer,False,0,5,lg-golf-instruction-training-fairfield-ct,https://www.lg-golf.com/
2,retailer — website confirms NO fitting/repair mention,Oak Hills Men's GOLF Association,Norwalk,CT,Retailer,False,0,0,oak-hills-mens-golf-association-norwalk-ct,https://www.oakhillsgc.com/organizations
2,retailer — website confirms NO fitting/repair mention,Studio GOLF,Wilton,CT,Retailer,False,0,4.8,studio-golf-wilton-ct,https://studiogolf.com/
2,retailer — website confirms NO fitting/repair mention,Swingsimtech,East Hampton,CT,Retailer,False,0,0,swingsimtech-east-hampton-ct,https://swingsimtech.com/
2,retailer — website confirms NO fitting/repair mention,Becky Dengler GOLF,Wilmington,DE,Retailer,False,0,5,becky-dengler-golf-wilmington-de,https://beckydenglergolf.com/
2,retailer — website confirms NO fitting/repair mention,"Mrb Golf, LLC",Newark,DE,Retailer,False,0,0,mrb-golf-llc-newark-de,https://www.facebook.com/profile.php?id=61556630592970&mibextid=ZbWKwL
2,retailer — website confirms NO fitting/repair mention,Booyaa GOLF USA,Ocoee,FL,Retailer,False,0,5,booyaa-golf-usa-ocoee-fl,https://www.booyaagolf.com/
2,retailer — website confirms NO fitting/repair mention,Jenkins Motorsports Avon Park,Avon Park,FL,Retailer,False,0,4.8,jenkins-motorsports-avon-park-avon-park-fl,https://www.jenkinsmotorsports.com/Shop-Our-Inventory/Avon-Park
2,retailer — website confirms NO fitting/repair mention,Jessyjames GOLF,Altamonte Springs,FL,Retailer,False,0,4.7,jessyjames-golf-altamonte-springs-fl,https://www.jessyjamesgolf.com/
2,retailer — website confirms NO fitting/repair mention,Performance GOLF,Fort Lauderdale,FL,Retailer,False,0,4.8,performance-golf-fort-lauderdale-fl,https://www.performancegolf.com/contact
2,retailer — website confirms NO fitting/repair mention,Pinecraft GOLF Shop,Sarasota,FL,Retailer,False,0,4.8,pinecraft-golf-shop-sarasota-fl,https://www.seenray.com/
2,retailer — website confirms NO fitting/repair mention,The Biltmore Proshop,Coral Gables,FL,Retailer,False,0,5,the-biltmore-proshop-coral-gables-fl,https://biltmorehotel.com/miami-resort-shops/golf-pro-shop/
2,retailer — website confirms NO fitting/repair mention,Center Stripe GOLF,Dacula,GA,Retailer,False,0,4.8,center-stripe-golf-dacula-ga,https://www.centerstripegolf.com/
2,retailer — website confirms NO fitting/repair mention,City Club Marietta,Marietta,GA,Retailer,False,0,3.9,city-club-marietta-marietta-ga,https://www.cityclubmarietta.com/
2,retailer — website confirms NO fitting/repair mention,Energy First GOLF Academy,Duluth,GA,Retailer,False,0,5,energy-first-golf-academy-duluth-ga,https://www.efilgolf.com/
2,retailer — website confirms NO fitting/repair mention,GOLF Gallery,Columbus,GA,Retailer,False,0,4.7,golf-gallery-columbus-ga,https://www.golfgallery.org/
2,retailer — website confirms NO fitting/repair mention,Tnt Custom GOLF,Augusta,GA,Retailer,False,0,0,tnt-custom-golf-augusta-ga,https://tntgolf.net/
2,retailer — website confirms NO fitting/repair mention,Just Putterin' Around GOLF,Kailua-kona,HI,Retailer,False,0,4.8,just-putterin-around-golf-kailua-kona-hi,https://www.justputterinaround.com/
2,retailer — website confirms NO fitting/repair mention,Ohana GOLF Shop Hawaii,Honolulu,HI,Retailer,False,0,4.1,ohana-golf-shop-hawaii-honolulu-hi,https://www.instagram.com/ohanagolfhawaii
2,retailer — website confirms NO fitting/repair mention,Roger Dunn GOLF Hawaii,Pearl City,HI,Retailer,False,0,4.4,roger-dunn-golf-hawaii-pearl-city-hi,https://www.rdgolfhi.com/
2,retailer — website confirms NO fitting/repair mention,Roger Dunn GOLF Hawaii,Honolulu,HI,Retailer,False,0,4.2,roger-dunn-golf-hawaii-honolulu-hi,https://www.rdgolfhi.com/ala-moana
2,retailer — website confirms NO fitting/repair mention,Roger Dunn GOLF Hawaii,Lihue,HI,Retailer,False,0,4.9,roger-dunn-golf-hawaii-lihue-hi,https://www.rdgolfhi.com/
2,retailer — website confirms NO fitting/repair mention,Royal Hawaiian GOLF Shop,Honolulu,HI,Retailer,False,0,4.8,royal-hawaiian-golf-shop-honolulu-hi,https://www.instagram.com/royalhawaiian_golf/
2,retailer — website confirms NO fitting/repair mention,Wailua GOLF Shop,Kapaʻa,HI,Retailer,False,0,4.5,wailua-golf-shop-kapaʻa-hi,https://www.kauai.gov/Government/Departments-Agencies/Parks/Golf
2,retailer — website confirms NO fitting/repair mention,Accretion Discs,Cedar Falls,IA,Retailer,False,0,4.9,accretion-discs-cedar-falls-ia,https://www.accretiondiscs.com/
2,retailer — website confirms NO fitting/repair mention,Allison George,Pleasant Hill,IA,Retailer,False,0,0,allison-george-pleasant-hill-ia,https://theallisongeorge.com/contact-us/
2,retailer — website confirms NO fitting/repair mention,Bump And Run GOLF Co.,Cedar Falls,IA,Retailer,False,0,5,bump-and-run-golf-co-cedar-falls-ia,https://www.bumprungolfco.com/
2,retailer — website confirms NO fitting/repair mention,GOLF Cars Of Iowa,Pleasant Hill,IA,Retailer,False,0,4.4,golf-cars-of-iowa-pleasant-hill-ia,https://www.golfcarsofiowa.com/
2,retailer — website confirms NO fitting/repair mention,GOLF Griffin,Cedar Falls,IA,Retailer,False,0,5,golf-griffin-cedar-falls-ia,https://golfgriffin.com/
2,retailer — website confirms NO fitting/repair mention,Golfballs.net,Martensdale,IA,Retailer,False,0,4.8,golfballsnet-martensdale-ia,https://www.golfballs.net/
2,retailer — website confirms NO fitting/repair mention,Lake House Sports,Coralville,IA,Retailer,False,0,5,lake-house-sports-coralville-ia,https://lakehousesports.com/
2,retailer — website confirms NO fitting/repair mention,Lazrus GOLF,Boise,ID,Retailer,False,0,4.8,lazrus-golf-boise-id,https://lazrusgolf.com/
2,retailer — website confirms NO fitting/repair mention,Major GOLF PRO,Boise,ID,Retailer,False,0,0,major-golf-pro-boise-id,https://www.majorgolfpro.com/contact/
2,retailer — website confirms NO fitting/repair mention,Mccall Sports,Mccall,ID,Retailer,False,0,4.6,mccall-sports-mccall-id,https://mccallsports.com/
2,retailer — website confirms NO fitting/repair mention,Showcase GOLF,Coeur D'alene,ID,Retailer,False,0,5,showcase-golf-coeur-dalene-id,https://www.showcasegolf.com/contact/
2,retailer — website confirms NO fitting/repair mention,Discount GOLF World,Quincy,IL,Retailer,False,0,3.9,discount-golf-world-quincy-il,https://www.discountgolfworld.com/
2,retailer — website confirms NO fitting/repair mention,Par GOLF Supply,Schaumburg,IL,Retailer,False,0,4.9,par-golf-supply-schaumburg-il,https://pargolf.com/
2,retailer — website confirms NO fitting/repair mention,Putter Stand,Plainfield,IL,Retailer,False,0,5,putter-stand-plainfield-il,https://www.putterstand.net/
2,retailer — website confirms NO fitting/repair mention,Robogolfpro,Chicago,IL,Retailer,False,0,5,robogolfpro-chicago-il,https://www.robogolfpro.com/
2,retailer — website confirms NO fitting/repair mention,Elevation GOLF Indianapolis,Carmel,IN,Retailer,False,0,4.4,elevation-golf-indianapolis-carmel-in,https://www.elevationus.com/
2,retailer — website confirms NO fitting/repair mention,J & M GOLF Shop,St John,IN,Retailer,False,0,4.8,j-m-golf-shop-st-john-in,https://jandmgolf.com/
2,retailer — website confirms NO fitting/repair mention,Discs Unlimited,Herington,KS,Retailer,False,0,4.3,discs-unlimited-herington-ks,https://www.discsunlimited.net/
2,retailer — website confirms NO fitting/repair mention,GOLF Ball Paul's,Kansas City,KS,Retailer,False,0,4.8,golf-ball-pauls-kansas-city-ks,https://www.golfballpauls.com/
2,retailer — website confirms NO fitting/repair mention,Perfect Hands GOLF,Lenexa,KS,Retailer,False,0,5,perfect-hands-golf-lenexa-ks,https://www.perfecthandsgolf.com/
2,retailer — website confirms NO fitting/repair mention,Rolling Hills GOLF Shop,Wichita,KS,Retailer,False,0,0,rolling-hills-golf-shop-wichita-ks,https://rollinghillswichita.com/
