name,shop_type,primary_service,is_chain,phone,website,street,city,state,state_code,postal_code,latitude,longitude,time_zone,rating,rating_tier,reviews,photos_count,has_photos,verified,location_link,services,num_services,offers_fitting,fitting_environment,public_fitting,working_hours,open_on_weekends,business_status,outreach_ready,services_source,query,area_service,owner_title,about,enrichment_status
Sports Boss GOLF Exchange,Simulator,Golf Simulator,False,(815) 326-9686,https://www.bossgolfing.com/,2950 Kane Rd,Leland,Illinois,IL,60531,41.673555,-88.82798439999999,America/Chicago,4.9,Top Rated,0,37,True,True,"https://www.google.com/maps/place/Sports+Boss+Golf+Exchange/@41.673555,-88.82798439999999,14z/data=!4m8!1m2!2m1!1sSports+Boss+Golf+Exchange!3m4!1s0x88093481ae61ef1d:0xd232c91fc1c0660e!8m2!3d41.673555!4d-88.82798439999999",Golf Simulator | Retail / Pro Shop | Shaft & Grip Sales,3,False,Indoor,True,"{""Wednesday"": [""8AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Sports Boss Golf Exchange,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
The GOLF Practice,Simulator,Club Fitting,False,(630) 703-0877,https://thegolfpractice.com/,4995 Varsity Dr,Lisle,Illinois,IL,60532,41.7941835,-88.0864026,America/Chicago,5.0,Top Rated,0,12,True,True,"https://www.google.com/maps/place/The+Golf+Practice/@41.794183499999995,-88.0864026,14z/data=!4m8!1m2!2m1!1sThe+Golf+Practice!3m4!1s0x880e5123ec338537:0x2a223c9d39475aa3!8m2!3d41.794183499999995!4d-88.0864026",Club Fitting | Golf Lessons | Launch Monitor | Golf Simulator | Retail / Pro Shop,5,True,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,The Golf Practice,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Cam GOLF INC,Retailer,Golf Retail,False,(708) 474-9272,https://camgolfinc.com/,2251 198th St,Lynwood,Illinois,IL,60411,41.5346821,-87.5620869,America/Chicago,4.5,Highly Rated,0,1,True,False,"https://www.google.com/maps/place/Cam+Golf+Inc/@41.5346821,-87.5620869,14z/data=!4m8!1m2!2m1!1sCam+Golf+Inc!3m4!1s0x880e1e4b26e7f5ef:0x8c27b5aac8af26a3!8m2!3d41.5346821!4d-87.5620869",,0,False,Indoor,True,"{""Wednesday"": [""10AM-4PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Cam Golf Inc,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
The GOLF House Of Maple Park,Simulator,Golf Simulator,False,(630) 202-4653,https://www.thegolfhouseofmaplepark.com/,80 Kennebec St,Maple Park,Illinois,IL,60151,41.9075089,-88.6004662,America/Chicago,0.0,Unrated,0,10,True,True,"https://www.google.com/maps/place/The+Golf+House+of+Maple+Park/@41.907508899999996,-88.6004662,14z/data=!4m8!1m2!2m1!1sThe+Golf+House+of+Maple+Park!3m4!1s0x880ed9939097c1bb:0x17b64e0a6b72c4e3!8m2!3d41.907508899999996!4d-88.6004662",,0,False,Indoor,True,,False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,The Golf House of Maple Park,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
The GOLF Facility,Simulator,Golf Simulator,False,(708) 694-4014,https://www.thegolffacility.com/,19031 Old Lagrange Rd Suite 200,Mokena,Illinois,IL,60448,41.5446837,-87.84895739999999,America/Chicago,5.0,Top Rated,0,62,True,True,"https://www.google.com/maps/place/The+Golf+Facility/@41.5446837,-87.84895739999999,14z/data=!4m8!1m2!2m1!1sThe+Golf+Facility!3m4!1s0x880e15d7fa49b71f:0xa97db9bdf0866f7d!8m2!3d41.5446837!4d-87.84895739999999",,0,False,Indoor,True,"{""Wednesday"": [""10AM-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,The Golf Facility,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",unknown
Keegan GOLF Performance Studio,Instruction,Golf Instruction,False,(815) 557-8671,https://keegangolf.com/,539 Bedford Rd,Morris,Illinois,IL,60450,41.3713855,-88.4310082,America/Chicago,5.0,Top Rated,0,4,True,True,"https://www.google.com/maps/place/Keegan+Golf+Performance+Studio/@41.371385499999995,-88.4310082,14z/data=!4m8!1m2!2m1!1sKeegan+Golf+Performance+Studio!3m4!1s0x880e990ac303ff1d:0x26216d5f6e648ad9!8m2!3d41.371385499999995!4d-88.4310082",,0,False,Unknown,True,,False,OPERATIONAL,True,crawl_failed,independent clubmaker Illinois,False,Keegan Golf Performance Studio,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Vanquish GOLF Works,Retailer,Custom Club Building,False,(630) 244-9905,https://vanquishgolfworks.com/,1076 Mattande Ln,Naperville,Illinois,IL,60540,41.7791368,-88.13000269999999,America/Chicago,5.0,Top Rated,0,33,True,True,"https://www.google.com/maps/place/Vanquish+Golf+Works/@41.779136799999996,-88.13000269999999,14z/data=!4m8!1m2!2m1!1sVanquish+Golf+Works!3m4!1s0x880e5757e1b8e65d:0x46e084a93e2ec5d1!8m2!3d41.779136799999996!4d-88.13000269999999",Custom Club Building | Retail / Pro Shop | Shaft & Grip Sales,3,False,Indoor,True,"{""Wednesday"": [""4-8PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Vanquish Golf Works,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",
PXG Chicago North,Clubfitter,Club Fitting,False,(847) 480-4653,https://www.pxg.com/pages/golf-stores/pxg-chicago-north,1955 Techny Rd Unit 2,Northbrook,Illinois,IL,60062,42.1158333,-87.8284231,America/Chicago,4.7,Top Rated,0,138,True,True,"https://www.google.com/maps/place/PXG+Chicago+North/@42.1158333,-87.8284231,14z/data=!4m8!1m2!2m1!1sPXG+Chicago+North!3m4!1s0x880fc7d5d01ba26b:0x10adbcaa0c3e1316!8m2!3d42.1158333!4d-87.8284231",Club Fitting | Launch Monitor | Golf Simulator | Retail / Pro Shop,4,True,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,PXG Chicago North,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as veteran-owned"": true}}",
Bettinardi Studio B Oak Brook,Clubfitter,Club Fitting,False,(630) 819-8592,https://bettinardi.com/pages/studio-b,1225 W 22nd St suite 130,Oak Brook,Illinois,IL,60523,41.8462663,-87.94984769999999,America/Chicago,5.0,Top Rated,0,32,True,True,"https://www.google.com/maps/place/Bettinardi+Studio+B+Oak+Brook/@41.846266299999996,-87.94984769999999,14z/data=!4m8!1m2!2m1!1sBettinardi+Studio+B+Oak+Brook!3m4!1s0x880e4d7971934293:0xc5d896012c10296!8m2!3d41.846266299999996!4d-87.94984769999999",Club Fitting | Club Repair | Retail / Pro Shop | Shaft & Grip Sales,4,True,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Bettinardi Studio B Oak Brook,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
PXG Chicago West,Clubfitter,Club Fitting,False,(312) 896-0900,https://www.pxg.com/pages/golf-stores/pxg-chicago-west,17W705 Roosevelt Rd,Oakbrook Terrace,Illinois,IL,60181,41.8587894,-87.9756886,America/Chicago,5.0,Top Rated,0,59,True,True,"https://www.google.com/maps/place/PXG+Chicago+West/@41.8587894,-87.9756886,14z/data=!4m8!1m2!2m1!1sPXG+Chicago+West!3m4!1s0x880e4d42bd66be43:0xc8ae5c90b9a3b909!8m2!3d41.8587894!4d-87.9756886",Club Fitting | Launch Monitor | Golf Simulator | Retail / Pro Shop,4,True,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,PXG Chicago West,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Palos GOLF Inc.,Clubfitter,Club Fitting,False,(708) 974-4060,https://www.palosgolf.com/,11226 SW Hwy,Palos Hills,Illinois,IL,60465,41.6867758,-87.80992049999999,America/Chicago,4.7,Top Rated,0,10,True,True,"https://www.google.com/maps/place/Palos+Golf+Inc./@41.6867758,-87.80992049999999,14z/data=!4m8!1m2!2m1!1sPalos+Golf+Inc.!3m4!1s0x880e391b938facd9:0xe45d6969e4e6e9d5!8m2!3d41.6867758!4d-87.80992049999999",Club Fitting | Club Repair | Golf Lessons | Launch Monitor | Golf Simulator | Retail / Pro Shop | Shaft & Grip Sales,7,True,Indoor,True,"{""Wednesday"": [""9:30AM-5PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Palos Golf Inc.,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Illini GOLF,Golf Course / Pro Shop,Club Fitting,False,(309) 685-4653,https://illinigolf.com/,4700 N University St ste 70,Peoria,Illinois,IL,61614,40.7462538,-89.608733,America/Chicago,4.9,Top Rated,0,43,True,True,"https://www.google.com/maps/place/Illini+Golf/@40.7462538,-89.608733,14z/data=!4m8!1m2!2m1!1sIllini+Golf!3m4!1s0x880a5c0c51535945:0xd22d2b74346ce5b3!8m2!3d40.7462538!4d-89.608733",Club Fitting | Club Repair | Custom Club Building | Golf Lessons | Launch Monitor | Retail / Pro Shop | Shaft & Grip Sales,7,True,Outdoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Illini Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
Putter Stand,Retailer,Golf Retail,False,(331) 725-0336,https://www.putterstand.net/,24322 W 143rd St,Plainfield,Illinois,IL,60544,41.6231059,-88.2118265,America/Chicago,5.0,Top Rated,0,8,True,True,"https://www.google.com/maps/place/Putter+Stand/@41.6231059,-88.2118265,14z/data=!4m8!1m2!2m1!1sPutter+Stand!3m4!1s0x275c2c565018d01b:0xba16bae863e3c72!8m2!3d41.6231059!4d-88.2118265",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""8AM-4PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Illinois,False,Putter Stand,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",enriched
Discount GOLF World,Retailer,Golf Retail,False,(217) 222-8000,https://www.discountgolfworld.com/,2828 Broadway St,Quincy,Illinois,IL,62301,39.9348523,-91.3701342,America/Chicago,3.9,Well Reviewed,0,10,True,True,"https://www.google.com/maps/place/Discount+Golf+World/@39.934852299999996,-91.3701342,14z/data=!4m8!1m2!2m1!1sDiscount+Golf+World!3m4!1s0x87ddf7817407eba9:0x10dc0efb25a82df9!8m2!3d39.934852299999996!4d-91.3701342",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Illinois,False,Discount Golf World,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Clp GOLF Indoors,Instruction,Golf Instruction,False,(331) 338-3999,https://www.clpgolf.com/,1312 Enterprise Dr STE I,Romeoville,Illinois,IL,60446,41.6697134,-88.0763073,America/Chicago,5.0,Top Rated,0,7,True,True,"https://www.google.com/maps/place/CLP+Golf+Indoors/@41.6697134,-88.0763073,14z/data=!4m8!1m2!2m1!1sCLP+Golf+Indoors!3m4!1s0x880e5be5d681a1d9:0xbeda54541d17489c!8m2!3d41.6697134!4d-88.0763073",Golf Lessons,1,False,Unknown,True,"{""Wednesday"": [""8:30AM-10PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,CLP Golf Indoors,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Mistwood GOLF Club,Driving Range,Club Fitting,False,(815) 254-3333,https://mistwoodgc.com/,1700 W Renwick Rd,Romeoville,Illinois,IL,60446,41.5954855,-88.1435114,America/Chicago,4.8,Top Rated,0,385,True,True,"https://www.google.com/maps/place/Mistwood+Golf+Club/@41.595485499999995,-88.1435114,14z/data=!4m8!1m2!2m1!1sMistwood+Golf+Club!3m4!1s0x880e5fc308830e39:0xf450eef34152bbfb!8m2!3d41.595485499999995!4d-88.1435114",Club Fitting | Golf Simulator | Retail / Pro Shop,3,True,Indoor,True,"{""Wednesday"": [""6AM-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Mistwood Golf Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Par GOLF Supply,Retailer,Golf Retail,False,(800) 572-4824,https://pargolf.com/,550 Pratt Ave N,Schaumburg,Illinois,IL,60193,41.9991266,-88.09380829999999,America/Chicago,4.9,Top Rated,0,3,True,True,"https://www.google.com/maps/place/Par+Golf+Supply/@41.9991266,-88.09380829999999,14z/data=!4m8!1m2!2m1!1sPar+Golf+Supply!3m4!1s0x880fa94be9af1ea9:0x660184e714a8aab2!8m2!3d41.9991266!4d-88.09380829999999",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""8:30AM-4PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Illinois,False,Par Golf Supply,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Sub 70 GOLF,Clubfitter,Club Fitting,False,(877) 267-7093,https://www.golfsub70.com/,202 Lucas St,Sycamore,Illinois,IL,60178,41.9935541,-88.6851803,America/Chicago,4.9,Top Rated,0,79,True,True,"https://www.google.com/maps/place/Sub+70+Golf/@41.9935541,-88.6851803,14z/data=!4m8!1m2!2m1!1sSub+70+Golf!3m4!1s0x880f2eccf1bfffff:0xbee1333b42f2bada!8m2!3d41.9935541!4d-88.6851803",Club Fitting | Golf Lessons | Retail / Pro Shop,3,True,Indoor,True,"{""Wednesday"": [""9AM-4PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Sub 70 Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
The Seventy,Retailer,Golf Retail,False,(877) 267-7093,https://www.the-seventy.com/,307 W State St,Sycamore,Illinois,IL,60178,41.9890626,-88.6870868,America/Chicago,5.0,Top Rated,0,1,True,True,"https://www.google.com/maps/place/The+Seventy/@41.9890626,-88.6870868,14z/data=!4m8!1m2!2m1!1sThe+Seventy!3m4!1s0x880f291df094a605:0xddc6e4559afa7b40!8m2!3d41.9890626!4d-88.6870868",Retail / Pro Shop,1,False,Indoor,True,,False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,The Seventy,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Saint's GOLF,Clubfitter,Club Fitting,False,(708) 342-1111,https://www.golfsaints.com/,16706 Oak Park Ave,Tinley Park,Illinois,IL,60477,41.587385,-87.7850888,America/Chicago,4.9,Top Rated,0,16,True,True,"https://www.google.com/maps/place/Saint%27s+Golf/@41.587385,-87.7850888,14z/data=!4m8!1m2!2m1!1sSaint%27s+Golf!3m4!1s0x880e3e051fca81c1:0xd4cc188378231bd7!8m2!3d41.587385!4d-87.7850888",Club Fitting | Retail / Pro Shop,2,True,Indoor,True,"{""Wednesday"": [""11AM-5PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Saint's Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
"The GOLF Guy, LLC",Retailer,Club Repair,False,(630) 269-4636,https://thegolfguyllc.com/,28w577 Forestview Dr,Warrenville,Illinois,IL,60555,41.8113867,-88.18081,America/Chicago,5.0,Top Rated,0,6,True,True,"https://www.google.com/maps/place/The+Golf+Guy%2C+LLC/@41.8113867,-88.18081,14z/data=!4m8!1m2!2m1!1sThe+Golf+Guy%2C+LLC!3m4!1s0x880ef914dbc704a3:0xa89358bfaad74bb3!8m2!3d41.8113867!4d-88.18081",Club Repair | Retail / Pro Shop,2,False,Indoor,True,,False,OPERATIONAL,True,crawled,boutique golf shop Illinois,False,"The Golf Guy, LLC","{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",
Brian King Performance GOLF,Simulator,Golf Simulator,False,(630) 202-4653,https://www.briankingperformancegolf.com/,2325 Longest Dr,West Chicago,Illinois,IL,60185,41.8866271,-88.2518348,America/Chicago,4.9,Top Rated,0,2,True,True,"https://www.google.com/maps/place/Brian+King+Performance+Golf/@41.8866271,-88.2518348,14z/data=!4m8!1m2!2m1!1sBrian+King+Performance+Golf!3m4!1s0x880f026e636b5b09:0x67e1024a92d134f!8m2!3d41.8866271!4d-88.2518348",Golf Lessons | Golf Simulator | Retail / Pro Shop,3,False,Indoor,True,,False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Brian King Performance Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
GOLF Direct Now,Retailer,Club Repair,False,(888) 647-2638,https://www.golfdirectnow.com/,560 W Roosevelt Rd,West Chicago,Illinois,IL,60185,41.8670127,-88.2151141,America/Chicago,4.7,Top Rated,0,34,True,True,"https://www.google.com/maps/place/Golf+Direct+Now/@41.8670127,-88.2151141,14z/data=!4m8!1m2!2m1!1sGolf+Direct+Now!3m4!1s0x880ef92a22cb7243:0x571ecd10800b91f2!8m2!3d41.8670127!4d-88.2151141",Club Repair | Retail / Pro Shop,2,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Golf Direct Now,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}}",
Inhome GOLF,Simulator,Golf Simulator,False,(800) 557-5859,https://inhomegolf.com/contact/new-jersey/,"245 W Roosevelt Rd Building 7, Unit 47",West Chicago,Illinois,IL,60185,41.8677886,-88.20770329999999,America/Chicago,3.7,Standard,0,14,True,True,"https://www.google.com/maps/place/InHome+Golf/@41.8677886,-88.20770329999999,14z/data=!4m8!1m2!2m1!1sInHome+Golf!3m4!1s0x89c257dbe92aa479:0xc2224f0a2babfcec!8m2!3d41.8677886!4d-88.20770329999999",Launch Monitor | Golf Simulator | Retail / Pro Shop,3,False,Indoor,True,"{""Wednesday"": [""8AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,InHome Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Pelican GOLF Club Fittings And GOLF Repair,Simulator,Club Fitting,False,(630) 517-8480,https://pelicangolfcenter.com/,560 W Roosevelt Rd,West Chicago,Illinois,IL,60185,41.8670127,-88.2151141,America/Chicago,5.0,Top Rated,0,12,True,True,"https://www.google.com/maps/place/Pelican+Golf+Club+Fittings+and+Golf+Repair/@41.8670127,-88.2151141,14z/data=!4m8!1m2!2m1!1sPelican+Golf+Club+Fittings+and+Golf+Repair!3m4!1s0x880e55d41e337ed9:0xac0f9add12b3b0a7!8m2!3d41.8670127!4d-88.2151141",Club Fitting | Club Repair | Custom Club Building | Golf Lessons | Golf Simulator | Retail / Pro Shop | Shaft & Grip Sales,7,True,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Illinois,False,Pelican Golf Club Fittings and Golf Repair,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Chicago Bill's Ultimate GOLF,Clubfitter,Club Fitting,False,(630) 594-9500,https://chicagobillsgolf.com/chicago-bills-ultimate-golf-willowbrook/,7203 Kingery Hwy,Willowbrook,Illinois,IL,60527,41.756637,-87.943882,America/Chicago,4.5,Highly Rated,0,13,True,True,"https://www.google.com/maps/place/Chicago+Bill%27s+Ultimate+Golf/@41.756637,-87.943882,14z/data=!4m8!1m2!2m1!1sChicago+Bill%27s+Ultimate+Golf!3m4!1s0x880e4f46738e3d39:0xecd198dd51bd1d29!8m2!3d41.756637!4d-87.943882",Club Fitting | Retail / Pro Shop,2,True,Indoor,True,"{""Wednesday"": [""10AM-5PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Illinois,False,Chicago Bill's Ultimate Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Eagle Two GOLF Center,Retailer,Custom Club Building,False,(317) 530-5621,https://eagle2gc.com/,2993 S Grove Blvd Ste 205,Bargersville,Indiana,IN,46106,39.5458874,-86.157804,America/Indianapolis,5.0,Top Rated,0,37,True,True,"https://www.google.com/maps/place/Eagle+Two+Golf+Center/@39.5458874,-86.157804,14z/data=!4m8!1m2!2m1!1sEagle+Two+Golf+Center!3m4!1s0x886b67feef2a1ee7:0xc1ba1dcf51ac2741!8m2!3d39.5458874!4d-86.157804",Custom Club Building | Retail / Pro Shop | Shaft & Grip Sales,3,False,Indoor,True,"{""Wednesday"": [""9AM-9PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Indiana,False,Eagle Two Golf Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
The GOLF Shop,Retailer,Club Repair,False,(812) 243-3573,https://brand.site/TheGolfShop,215 Forest Acres Dr,Brazil,Indiana,IN,47834,39.5366353,-87.12548629999999,America/Indianapolis,5.0,Top Rated,0,9,True,True,"https://www.google.com/maps/place/The+Golf+Shop/@39.5366353,-87.12548629999999,14z/data=!4m8!1m2!2m1!1sThe+Golf+Shop!3m4!1s0x886d173129270dc9:0x8be99cc29814612e!8m2!3d39.5366353!4d-87.12548629999999",Club Repair | Retail / Pro Shop | Trade-In / Used Clubs,3,False,Indoor,True,,False,OPERATIONAL,True,crawled,boutique golf shop Indiana,False,The Golf Shop,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",
Correct2compete,Simulator,Club Fitting,False,(317) 873-3636,https://www.correct2compete.com/,4250 W 99th St Suite 100,Carmel,Indiana,IN,46032,39.931076,-86.2384845,America/Indianapolis,4.8,Top Rated,0,14,True,True,"https://www.google.com/maps/place/Correct2Compete/@39.931076,-86.2384845,14z/data=!4m8!1m2!2m1!1sCorrect2Compete!3m4!1s0x8814aa987bbd2525:0xc4055049dcf5b147!8m2!3d39.931076!4d-86.2384845",Club Fitting | Custom Club Building | Golf Simulator,3,True,Indoor,True,"{""Wednesday"": [""6AM-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Indiana,False,Correct2Compete,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Elevation GOLF Indianapolis,Retailer,Golf Instruction,False,(317) 816-3111,https://www.elevationus.com/,"Academy at Prairie View Golf Club, 7000 Longest Dr",Carmel,Indiana,IN,46033,39.9782517,-86.0436993,America/Indianapolis,4.4,Highly Rated,0,29,True,True,"https://www.google.com/maps/place/Elevation+Golf+Indianapolis/@39.9782517,-86.0436993,14z/data=!4m8!1m2!2m1!1sElevation+Golf+Indianapolis!3m4!1s0x8814b6bb146d26c1:0xaebc728d539b4974!8m2!3d39.9782517!4d-86.0436993",Golf Lessons | Retail / Pro Shop,2,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Indiana,False,Elevation Golf Indianapolis,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Prairie View GOLF Club,Instruction,Golf Instruction,False,(317) 816-3100,https://www.prairieviewgc.com/,7000 Longest Dr,Carmel,Indiana,IN,46033,39.977707,-86.0432742,America/Indianapolis,4.6,Highly Rated,0,3556,True,False,"https://www.google.com/maps/place/Prairie+View+Golf+Club/@39.977706999999995,-86.0432742,14z/data=!4m8!1m2!2m1!1sPrairie+View+Golf+Club!3m4!1s0x8814b3c97f736dff:0x84da4d68c150d140!8m2!3d39.977706999999995!4d-86.0432742",Golf Lessons,1,False,Unknown,True,"{""Wednesday"": [""8AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Indiana,False,Prairie View Golf Club,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
True Clubs,Clubfitter,Club Fitting,False,(317) 260-1600,https://www.trueclubs.com/,317 Gradle Dr,Carmel,Indiana,IN,46032,39.966425,-86.13231499999999,America/Indianapolis,4.7,Top Rated,0,24,True,True,"https://www.google.com/maps/place/True+Clubs/@39.966425,-86.13231499999999,14z/data=!4m8!1m2!2m1!1sTrue+Clubs!3m4!1s0x8814b86010f6da89:0xc1735b683d27298a!8m2!3d39.966425!4d-86.13231499999999",Club Fitting | Custom Club Building | Launch Monitor | Retail / Pro Shop | Shaft & Grip Sales,5,True,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Indiana,False,True Clubs,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",
Fairway Custom GOLF,Clubfitter,Club Fitting,False,,https://www.fairwaycustomgolf.co/,12500 Brooks School Rd,Fishers,Indiana,IN,46037,39.970385,-85.93989499999999,America/Indianapolis,4.7,Top Rated,0,4,True,True,"https://www.google.com/maps/place/Fairway+Custom+Golf/@39.970385,-85.93989499999999,14z/data=!4m8!1m2!2m1!1sFairway+Custom+Golf!3m4!1s0x8814b58d68e0ac33:0xbad35f3435711d68!8m2!3d39.970385!4d-85.93989499999999",Club Fitting | Custom Club Building | Launch Monitor | Retail / Pro Shop,4,True,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Indiana,False,Fairway Custom Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Altura GOLF Lab,Clubfitter,Club Fitting,False,(260) 209-5134,https://alturagolflab.com/,1701 Freeman St,Fort Wayne,Indiana,IN,46802,41.0688781,-85.17872609999999,America/Indianapolis,4.8,Top Rated,0,54,True,True,"https://www.google.com/maps/place/Altura+Golf+Lab/@41.0688781,-85.17872609999999,14z/data=!4m8!1m2!2m1!1sAltura+Golf+Lab!3m4!1s0x8815e5072ddef87d:0x21bd744d573a7631!8m2!3d41.0688781!4d-85.17872609999999",Club Fitting | Golf Lessons | Launch Monitor | Retail / Pro Shop,4,True,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Indiana,False,Altura Golf Lab,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
