name,shop_type,primary_service,is_chain,phone,website,street,city,state,state_code,postal_code,latitude,longitude,time_zone,rating,rating_tier,reviews,photos_count,has_photos,verified,location_link,services,num_services,offers_fitting,fitting_environment,public_fitting,working_hours,open_on_weekends,business_status,outreach_ready,services_source,query,area_service,owner_title,about,enrichment_status
Coombes Champion GOLF,Instruction,Golf Instruction,False,,https://coombesgolf.com/,"Gridley Bryant Building, 111 Willard St Gridley Bryant Building #1D, 111 Willard St",Quincy,Massachusetts,MA,02169,42.2508938,-71.0366358,America/New_York,4.4,Highly Rated,0,5,True,True,"https://www.google.com/maps/place/Coombes+Champion+Golf/@42.2508938,-71.0366358,14z/data=!4m8!1m2!2m1!1sCoombes+Champion+Golf!3m4!1s0x89e37d6474493543:0x27e410314d42ba9e!8m2!3d42.2508938!4d-71.0366358",,0,False,Unknown,True,"{""Wednesday"": [""8AM-8PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Massachusetts,False,Coombes Champion Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",unknown
Fit To A Tee GOLF Shop,Driving Range,Driving Range,False,(508) 398-4653,https://www.fit-to-a-tee.com/,928D MA-28,South Yarmouth,Massachusetts,MA,02664,41.654729,-70.2098508,America/New_York,4.3,Highly Rated,0,38,True,True,"https://www.google.com/maps/place/Fit+To+A+Tee+Golf+Shop/@41.654728999999996,-70.2098508,14z/data=!4m8!1m2!2m1!1sFit+To+A+Tee+Golf+Shop!3m4!1s0x89fb3a3a33c4e597:0x4aaeaa21872cbb7c!8m2!3d41.654728999999996!4d-70.2098508",,0,True,Outdoor,True,"{""Wednesday"": [""10AM-5PM""]}",False,OPERATIONAL,True,crawl_failed,custom club fitting Massachusetts,False,Fit To A Tee Golf Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Dave Dirico's GOLF,Retailer,Golf Retail,False,(413) 734-4444,https://www.davediricogolf.com/,21 Myron St,West Springfield,Massachusetts,MA,01089,42.1324539,-72.6269378,America/New_York,4.7,Top Rated,0,25,True,False,"https://www.google.com/maps/place/Dave+Dirico%27s+Golf/@42.1324539,-72.6269378,14z/data=!4m8!1m2!2m1!1sDave+Dirico%27s+Golf!3m4!1s0x89e6e0b82096bb37:0xa1cca75e3bf33ba1!8m2!3d42.1324539!4d-72.6269378",,0,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Massachusetts,False,Dave Dirico's Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Avid GOLF USA,Instruction,Golf Instruction,False,(703) 203-4102,https://www.avidgolfusa.com/,39 Stepneys Ln,Edgewater,Maryland,MD,21037,38.9287261,-76.561662,America/New_York,5.0,Top Rated,0,1,True,False,"https://www.google.com/maps/place/Avid+Golf+USA/@38.9287261,-76.561662,14z/data=!4m8!1m2!2m1!1sAvid+Golf+USA!3m4!1s0x89b7f391894dc8ef:0xdc159e67b757a94!8m2!3d38.9287261!4d-76.561662",,0,False,Unknown,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Maryland,False,Avid Golf USA,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Eastern Maine Sr. GOLF Assoc,Retailer,Golf Retail,False,(207) 323-9448,https://www.emsga.org/About-Us.html,124 Robinson Schoolhouse Rd,Morrill,Maine,ME,04952,44.4261212,-69.1200544,America/New_York,0.0,Unrated,0,1,True,False,"https://www.google.com/maps/place/Eastern+Maine+Sr.+Golf+Assoc/@44.4261212,-69.1200544,14z/data=!4m8!1m2!2m1!1sEastern+Maine+Sr.+Golf+Assoc!3m4!1s0x4cae6d657808017f:0xfa75886f5226028f!8m2!3d44.4261212!4d-69.1200544",,0,False,Indoor,True,,False,OPERATIONAL,True,crawl_failed,independent clubmaker Maine,False,Eastern Maine Sr. Golf Assoc,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
Carl's Golfland,Driving Range,Driving Range,False,(248) 335-8095,https://www.carlsgolfland.com/,1976 S Telegraph Rd,Bloomfield Hills,Michigan,MI,48302,42.6091839,-83.30317769999999,America/Detroit,4.4,Highly Rated,0,333,True,True,"https://www.google.com/maps/place/Carl%27s+Golfland/@42.6091839,-83.30317769999999,14z/data=!4m8!1m2!2m1!1sCarl%27s+Golfland!3m4!1s0x8824bec25e408219:0x7fbedf93c50d1e25!8m2!3d42.6091839!4d-83.30317769999999",,0,False,Outdoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Michigan,False,Carl's Golfland,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
The Launch Pad At Carl's Golfland,Retailer,Golf Retail,False,(248) 335-7762,https://www.carlsgolfland.com/launch-pad,1976 S Telegraph Rd,Bloomfield Hills,Michigan,MI,48302,42.6092396,-83.3032319,America/Detroit,4.4,Highly Rated,0,24,True,True,"https://www.google.com/maps/place/The+Launch+Pad+At+Carl%27s+Golfland/@42.609239599999995,-83.3032319,14z/data=!4m8!1m2!2m1!1sThe+Launch+Pad+At+Carl%27s+Golfland!3m4!1s0x8824bedd5f3a2fd1:0x2071249dd5fb9de!8m2!3d42.609239599999995!4d-83.3032319",,0,False,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Michigan,False,The Launch Pad At Carl's Golfland,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Thousand Oaks GOLF Club,Instruction,Golf Instruction,False,(616) 447-7750,https://www.thousandoaksgolf.com/,4100 Thousand Oaks Dr NE,Grand Rapids,Michigan,MI,49525,43.0380227,-85.5681147,America/Detroit,4.7,Top Rated,0,237,True,True,"https://www.google.com/maps/place/Thousand+Oaks+Golf+Club/@43.0380227,-85.5681147,14z/data=!4m8!1m2!2m1!1sThousand+Oaks+Golf+Club!3m4!1s0x881854559d0cac2f:0xf51daabcc2e03559!8m2!3d43.0380227!4d-85.5681147",,0,False,Unknown,True,"{""Wednesday"": [""6:30AM-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Michigan,False,Thousand Oaks Golf Club,"{""Accessibility"": {""Assistive hearing loop"": true, ""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Components Plus,Retailer,Golf Retail,False,(734) 854-7550,https://componentsplus.com/,7755 US-223,Ottawa Lake,Michigan,MI,49267,41.7955038,-83.733158,America/Detroit,4.9,Top Rated,0,4,True,False,"https://www.google.com/maps/place/Components+Plus/@41.7955038,-83.733158,14z/data=!4m8!1m2!2m1!1sComponents+Plus!3m4!1s0x883c864e569084cf:0xb90f9a61dcc21fb7!8m2!3d41.7955038!4d-83.733158",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Michigan,False,Components Plus,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Carl's Golfland At Saint John's Resort,Retailer,Golf Retail,False,(734) 354-9274,https://www.carlsgolfland.com/,44135 Five Mile Rd,Plymouth,Michigan,MI,48170,42.3948705,-83.4787492,America/Detroit,4.4,Highly Rated,0,167,True,True,"https://www.google.com/maps/place/Carl%27s+Golfland+at+Saint+John%27s+Resort/@42.394870499999996,-83.4787492,14z/data=!4m8!1m2!2m1!1sCarl%27s+Golfland+at+Saint+John%27s+Resort!3m4!1s0x8824acee26a18647:0xb55268341e000b6c!8m2!3d42.394870499999996!4d-83.4787492",,0,False,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Michigan,False,Carl's Golfland at Saint John's Resort,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Lock GOLF Academy,Simulator,Golf Simulator,False,(248) 274-6533,https://www.lockgolfacademy.com/,22805 Country Club Dr,South Lyon,Michigan,MI,48178,42.4551368,-83.5783232,America/Detroit,4.9,Top Rated,0,24,True,True,"https://www.google.com/maps/place/Lock+Golf+Academy/@42.4551368,-83.5783232,14z/data=!4m8!1m2!2m1!1sLock+Golf+Academy!3m4!1s0x882355dd1adf3e87:0x44cbed175a862100!8m2!3d42.4551368!4d-83.5783232",,0,False,Indoor,True,"{""Wednesday"": [""8AM-8PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Michigan,False,Lock Golf Academy,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",unknown
Go Low GOLF,Retailer,Golf Retail,False,(763) 567-0178,https://www.golfgolow.com/,3905 Annapolis Ln N #155,Plymouth,Minnesota,MN,55447,45.0272809,-93.4553531,America/Chicago,5.0,Top Rated,0,15,True,True,"https://www.google.com/maps/place/Go+Low+Golf/@45.0272809,-93.4553531,14z/data=!4m8!1m2!2m1!1sGo+Low+Golf!3m4!1s0x8fc92beacf8293eb:0x322a1ddf7123284b!8m2!3d45.0272809!4d-93.4553531",,0,False,Indoor,True,,False,OPERATIONAL,True,crawled,independent clubmaker Minnesota,False,Go Low Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Shooters GOLF Shop,Retailer,Golf Retail,False,(816) 694-7214,https://www.shootersgolfshop.com/,5 W Mill St,Parkville,Missouri,MO,64152,39.1890208,-94.6851675,America/Chicago,4.7,Top Rated,0,13,True,True,"https://www.google.com/maps/place/Shooters+Golf+Shop/@39.1890208,-94.68516749999999,14z/data=!4m8!1m2!2m1!1sShooters+Golf+Shop!3m4!1s0x87c0f79f9960bca1:0xf2fdea6987b23766!8m2!3d39.1890208!4d-94.68516749999999",,0,False,Indoor,True,,False,OPERATIONAL,True,crawl_failed,boutique golf shop Missouri,False,Shooters Golf Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Dub's Clubs,Retailer,Golf Retail,False,(769) 567-1800,https://www.dubsclubs.com/,114 Dees Dr Suite B,Madison,Mississippi,MS,39110,32.5132983,-90.105098,America/Chicago,5.0,Top Rated,0,13,True,True,"https://www.google.com/maps/place/Dub%27s+Clubs/@32.513298299999995,-90.105098,14z/data=!4m8!1m2!2m1!1sDub%27s+Clubs!3m4!1s0x8629d16d8f9f378d:0xd4b2302d457aca90!8m2!3d32.513298299999995!4d-90.105098",,0,False,Indoor,True,"{""Wednesday"": [""9AM-8PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Mississippi,False,Dub's Clubs,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as veteran-owned"": true}}",failed
Leatherman GOLF Learning Center,Driving Range,Driving Range,False,(704) 527-1123,https://www.leathermangolf.com/,5845 S Tryon St,Charlotte,North Carolina,NC,28217,35.1681271,-80.9054017,America/New_York,4.6,Highly Rated,0,61,True,True,"https://www.google.com/maps/place/Leatherman+Golf+Learning+Center/@35.1681271,-80.9054017,14z/data=!4m8!1m2!2m1!1sLeatherman+Golf+Learning+Center!3m4!1s0x88569931e96abc33:0x6b1ef4e0aff43e82!8m2!3d35.1681271!4d-80.9054017",,0,False,Outdoor,True,"{""Wednesday"": [""10AM-8:30PM""]}",False,OPERATIONAL,True,crawled,custom club fitting North Carolina,False,Leatherman Golf Learning Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Andrew Kiger GOLF,Instruction,Golf Instruction,False,(919) 449-4274,https://www.andrewkiger.com/,2004 Green Oaks Pkwy,Holly Springs,North Carolina,NC,27540,35.6722833,-78.8772281,America/New_York,5.0,Top Rated,0,11,True,True,"https://www.google.com/maps/place/Andrew+Kiger+Golf/@35.6722833,-78.8772281,14z/data=!4m8!1m2!2m1!1sAndrew+Kiger+Golf!3m4!1s0x89ac93f369c72711:0x883cb7d5e4ed093e!8m2!3d35.6722833!4d-78.8772281",,0,False,Unknown,True,"{""Wednesday"": [""8AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting North Carolina,False,Andrew Kiger Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",failed
Kustom Clubs Fitting Center,Clubfitter,Club Fitting,False,(603) 623-7876,https://www.kustomclubs.com/,726 E Industrial Park Dr UNIT 6,Manchester,New Hampshire,NH,03109,42.9821003,-71.40878909999999,America/New_York,4.8,Top Rated,0,3,True,True,"https://www.google.com/maps/place/Kustom+Clubs+Fitting+Center/@42.9821003,-71.40878909999999,14z/data=!4m8!1m2!2m1!1sKustom+Clubs+Fitting+Center!3m4!1s0x89e24fb44b0e0d23:0xafe422d41655f165!8m2!3d42.9821003!4d-71.40878909999999",,0,True,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker New Hampshire,False,Kustom Clubs Fitting Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
GOLF Mission Association,Retailer,Golf Retail,False,(973) 896-8031,https://www.golfmission.com/,658 Allwood Rd,Clifton,New Jersey,NJ,07012,40.846201,-74.16353149999999,America/New_York,5.0,Top Rated,0,2,True,True,"https://www.google.com/maps/place/Golf+Mission+Association/@40.846201,-74.16353149999999,14z/data=!4m8!1m2!2m1!1sGolf+Mission+Association!3m4!1s0x89c2ff0f84aba729:0x8daa2449e5039635!8m2!3d40.846201!4d-74.16353149999999",,0,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Pennsylvania,False,Golf Mission Association,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
Maxs GOLF World,Retailer,Golf Retail,False,(856) 571-4754,https://www.instagram.com/maxs_golfworld?igsh=MTllbTF5ODN2OWllYg==,703 N Black Horse Pike,Glendora,New Jersey,NJ,08029,39.8396579,-75.0696462,America/New_York,5.0,Top Rated,0,1,True,True,"https://www.google.com/maps/place/Maxs+Golf+World/@39.8396579,-75.0696462,14z/data=!4m8!1m2!2m1!1sMaxs+Golf+World!3m4!1s0x89c6cff9e2bd8f6f:0xfcd6972bf0a2641a!8m2!3d39.8396579!4d-75.0696462",,0,False,Indoor,True,"{""Wednesday"": [""12-7PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop New Jersey,False,Maxs Golf World,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Sleepy Hollow GOLF Shop,Retailer,Golf Retail,False,(914) 941-3062,https://www.sleepyhollowcc.org/,777 Albany Post Rd,Briarcliff Manor,New York,NY,10510,41.1252349,-73.8577645,America/New_York,0.0,Unrated,0,1,True,False,"https://www.google.com/maps/place/Sleepy+Hollow+Golf+Shop/@41.125234899999995,-73.8577645,14z/data=!4m8!1m2!2m1!1sSleepy+Hollow+Golf+Shop!3m4!1s0x89c2c0619adc0163:0x797487873a9e257c!8m2!3d41.125234899999995!4d-73.8577645",,0,False,Indoor,True,"{""Wednesday"": [""7AM-7PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Michigan,False,Sleepy Hollow Golf Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Actyve GOLF Warehouse,Retailer,Golf Retail,False,(516) 279-4818,https://www.actyvegolf.com/,750C Stewart Ave,Garden City,New York,NY,11530,40.7321306,-73.6059267,America/New_York,4.0,Well Reviewed,0,34,True,True,"https://www.google.com/maps/place/ACTYVE+GOLF+WAREHOUSE/@40.7321306,-73.6059267,14z/data=!4m8!1m2!2m1!1sACTYVE+GOLF+WAREHOUSE!3m4!1s0x89c27d82851cb87b:0x55668f305caf3c2a!8m2!3d40.7321306!4d-73.6059267",,0,False,Indoor,True,"{""Wednesday"": [""11AM-4PM""]}",False,OPERATIONAL,True,crawl_failed,boutique golf shop Connecticut,False,ACTYVE GOLF WAREHOUSE,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
G/fore Supply New York City,Retailer,Golf Retail,False,(646) 289-3721,https://www.gfore.com/stores/gfore-supply-new-york-ny.html,536 Madison Ave,New York,New York,NY,10022,40.7606895,-73.9738498,America/New_York,4.2,Well Reviewed,0,5,True,True,"https://www.google.com/maps/place/G%2FFORE+Supply+New+York+City/@40.7606895,-73.9738498,14z/data=!4m8!1m2!2m1!1sG%2FFORE+Supply+New+York+City!3m4!1s0x89c259458e26a00d:0x8bbe536e2ccc7dc6!8m2!3d40.7606895!4d-73.9738498",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting New York,False,G/FORE Supply New York City,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}}",unknown
Kyle Senatore GOLF Instruction,Instruction,Golf Instruction,False,(908) 745-1718,https://theturnindoorgolf.com/,108 W 39th St,New York,New York,NY,10018,40.7530225,-73.9861561,America/New_York,5.0,Top Rated,0,13,True,True,"https://www.google.com/maps/place/Kyle+Senatore+Golf+Instruction/@40.7530225,-73.9861561,14z/data=!4m8!1m2!2m1!1sKyle+Senatore+Golf+Instruction!3m4!1s0x89c25957d5fe7a87:0x61379f79e7b4b2b0!8m2!3d40.7530225!4d-73.9861561",,0,False,Unknown,True,"{""Wednesday"": [""8AM-9PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Delaware,False,Kyle Senatore Golf Instruction,"{""Accessibility"": {""Wheelchair accessible entrance"": true}}",failed
The Complete Golfer,Retailer,Golf Retail,False,(914) 328-8411,https://www.completegolfer.us/,245 Main St,White Plains,New York,NY,10601,41.0332399,-73.7661881,America/New_York,5.0,Top Rated,0,1,True,False,"https://www.google.com/maps/place/The+Complete+Golfer/@41.0332399,-73.7661881,14z/data=!4m8!1m2!2m1!1sThe+Complete+Golfer!3m4!1s0x89c29437aac0be5f:0x72495282b7db06ea!8m2!3d41.0332399!4d-73.7661881",,0,False,Indoor,True,"{""Wednesday"": [""9:30AM-5:30PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Connecticut,False,The Complete Golfer,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
Mega GOLF Center,Retailer,Golf Retail,False,(513) 718-0631,https://www.megagolfcenteroh.com/,2235 Bauer Rd,Batavia,Ohio,OH,45103,39.081358,-84.152771,America/New_York,4.6,Highly Rated,0,30,True,True,"https://www.google.com/maps/place/Mega+Golf+Center/@39.081358,-84.152771,14z/data=!4m8!1m2!2m1!1sMega+Golf+Center!3m4!1s0x8841046539f606fb:0x36d40e631a878ec3!8m2!3d39.081358!4d-84.152771",,0,False,Indoor,True,"{""Wednesday"": [""10AM-6PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Ohio,False,Mega Golf Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Lakeshore GOLF Studio,Instruction,Golf Instruction,False,(419) 407-6550,https://my.pga.com/coach/codymartin/schedule,515 Cleveland Rd W,Huron,Ohio,OH,44839,41.3985722,-82.56001789999999,America/New_York,5.0,Top Rated,0,10,True,True,"https://www.google.com/maps/place/Lakeshore+Golf+Studio/@41.3985722,-82.56001789999999,14z/data=!4m8!1m2!2m1!1sLakeshore+Golf+Studio!3m4!1s0x883a6b315782a845:0x5980be80bf20a198!8m2!3d41.3985722!4d-82.56001789999999",,0,False,Unknown,True,"{""Wednesday"": [""10AM-4PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Ohio,False,Lakeshore Golf Studio,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}}",failed
The GOLF Shop,Retailer,Golf Retail,False,(419) 592-3911,https://thegolfshopnow.com/,15-211 US-6,Napoleon,Ohio,OH,43545,41.3988448,-84.15560529999999,America/New_York,4.8,Top Rated,0,9,True,True,"https://www.google.com/maps/place/The+Golf+Shop/@41.3988448,-84.15560529999999,14z/data=!4m8!1m2!2m1!1sThe+Golf+Shop!3m4!1s0x883c36ef6b54c723:0xc86026275e393bc8!8m2!3d41.3988448!4d-84.15560529999999",,0,False,Indoor,True,"{""Wednesday"": [""10AM-5PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Ohio,False,The Golf Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Fine Tune GOLF,Retailer,Golf Retail,False,(330) 715-2282,https://www.finetunegolfing.com/,130 Reimer Rd,Wadsworth,Ohio,OH,44281,41.0529341,-81.69303939999999,America/New_York,0.0,Unrated,0,5,True,True,"https://www.google.com/maps/place/Fine+Tune+Golf/@41.0529341,-81.69303939999999,14z/data=!4m8!1m2!2m1!1sFine+Tune+Golf!3m4!1s0x8830cd5eea1d369f:0x9f99ba99f1adde2c!8m2!3d41.0529341!4d-81.69303939999999",,0,False,Indoor,True,"{""Wednesday"": [""Closed""]}",False,OPERATIONAL,True,crawled,custom club fitting Ohio,False,Fine Tune Golf,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",failed
Andrew Decordre GOLF,Simulator,Golf Simulator,False,(267) 355-3586,https://andrewdecordregolf.com/,745 Bridge Rd,Collegeville,Pennsylvania,PA,19426,40.2076524,-75.4352693,America/New_York,4.3,Highly Rated,0,28,True,True,"https://www.google.com/maps/place/Andrew+DeCordre+Golf/@40.2076524,-75.4352693,14z/data=!4m8!1m2!2m1!1sAndrew+DeCordre+Golf!3m4!1s0x89c691cca33909f7:0x6db035e25ea86e4d!8m2!3d40.2076524!4d-75.4352693",,0,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawled,independent clubmaker Pennsylvania,False,Andrew DeCordre Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
White Rose GOLF & Training Center - Harrisburg,Simulator,Golf Simulator,False,(717) 710-2134,https://www.whiterosegolfharrisburg.com/,4510 Paxton St Suite 500,Harrisburg,Pennsylvania,PA,17111,40.2549794,-76.8042212,America/New_York,4.3,Highly Rated,0,9,True,True,"https://www.google.com/maps/place/White+Rose+Golf+%26+Training+Center+-+Harrisburg+%28Formerly+the+Golf+Garage%29/@40.254979399999996,-76.8042212,14z/data=!4m8!1m2!2m1!1sWhite+Rose+Golf+%26+Training+Center+-+Harrisburg+%28Formerly+the+Golf+Garage%29!3m4!1s0x89c8bf95b41024dd:0x4ecf3d03eef9959e!8m2!3d40.254979399999996!4d-76.8042212",,0,False,Indoor,True,"{""Wednesday"": [""10AM-9PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Pennsylvania,False,White Rose Golf & Training Center - Harrisburg,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",failed
The GOLF Garage,Simulator,Golf Simulator,False,(267) 355-3586,https://andrewdecordregolf.com/,393 Moyer Rd,Souderton,Pennsylvania,PA,18964,40.2935123,-75.359526,America/New_York,4.0,Well Reviewed,0,4,True,True,"https://www.google.com/maps/place/The+Golf+Garage/@40.293512299999996,-75.359526,14z/data=!4m8!1m2!2m1!1sThe+Golf+Garage!3m4!1s0x89c69f337c909c17:0x6340a54a13e369c6!8m2!3d40.293512299999996!4d-75.359526",,0,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawled,independent clubmaker Pennsylvania,False,The Golf Garage,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
Scranton GOLF Center,Simulator,Golf Simulator,False,(570) 207-6777,https://www.scrantongolfcenter.com/index.html,803 Old State Rd,South Abington Township,Pennsylvania,PA,18411,41.5009289,-75.71226349999999,America/New_York,4.5,Highly Rated,0,8,True,True,"https://www.google.com/maps/place/Scranton+Golf+Center/@41.5009289,-75.71226349999999,14z/data=!4m8!1m2!2m1!1sScranton+Golf+Center!3m4!1s0x89c4d98d49a9bed1:0x31c4fdee22170a47!8m2!3d41.5009289!4d-75.71226349999999",,0,False,Indoor,True,"{""Wednesday"": [""12-9PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Pennsylvania,False,Scranton Golf Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",unknown
Mygolfconditioning.com,Instruction,Golf Instruction,False,(617) 763-3939,https://www.mygolfconditioning.com/,2 Pearl St,East Greenwich,Rhode Island,RI,02818,41.6613522,-71.4547187,America/New_York,5.0,Top Rated,0,129,True,True,"https://www.google.com/maps/place/MyGolfConditioning.com/@41.661352199999996,-71.4547187,14z/data=!4m8!1m2!2m1!1sMyGolfConditioning.com!3m4!1s0x89e4dd7ef13b7489:0xca8b852d940f7445!8m2!3d41.661352199999996!4d-71.4547187",,0,False,Unknown,True,"{""Wednesday"": [""8:30AM-8PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Rhode Island,False,MyGolfConditioning.com,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",failed
The Golfhouse,Retailer,Golf Retail,False,(843) 364-5024,https://www.golfhousesc.com/,359 Treeland Dr # C,Ladson,South Carolina,SC,29456,33.0123825,-80.1119537,America/New_York,4.9,Top Rated,0,11,True,True,"https://www.google.com/maps/place/The+GOLFHOUSE/@33.0123825,-80.1119537,14z/data=!4m8!1m2!2m1!1sThe+GOLFHOUSE!3m4!1s0x88fe8b0716064f17:0x1dab2f881da914b3!8m2!3d33.0123825!4d-80.1119537",,0,False,Indoor,True,,False,OPERATIONAL,True,crawled,custom club fitting South Carolina,False,The GOLFHOUSE,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
Midwest Disc Supply,Retailer,Golf Retail,False,,https://www.facebook.com/MidwestDiscSupply,5010 S Marion Rd,Sioux Falls,South Dakota,SD,57106,43.4996047,-96.789617,America/Chicago,5.0,Top Rated,0,6,True,True,"https://www.google.com/maps/place/Midwest+Disc+Supply/@43.4996047,-96.78961699999999,14z/data=!4m8!1m2!2m1!1sMidwest+Disc+Supply!3m4!1s0x878ec9fbdee1ed17:0x7afacdc01a3f4cb!8m2!3d43.4996047!4d-96.78961699999999",,0,False,Indoor,True,"{""Wednesday"": [""12-11PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop South Dakota,False,Midwest Disc Supply,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
