category,name,address,city,state_code,zip,phone,website,sources,verdict,reason,approved
fitting_chain,TRUE SPEC GOLF - SAN DIEGO,5200 Grand Del Mar Way,San Diego,CA,92130,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,5021 Almaden Expressway,San Jose,CA,95118,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,2929 Santa Monica Boulevard,Santa Monica,CA,90404-2413,,,ping,new,,yes
fitting_chain,GOLFTEC SOUTH BAY,22750 HAWTHORNE BLVD 101B,TORRANCE,CA,90505,,,ping,new,,yes
fitting_chain,GOLFTEC WOODLAND HILLS,21015 OXNARD ST,WOODLAND HILLS,CA,91367,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - TAMPA BAY,1501 Indian Rocks Road,Belleair,FL,33756,,,ping,new,,yes
fitting_chain,GOLFTEC Boca Raton,7134 Beracasa Way,Boca Raton,FL,33433-3448,561 483 4180,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - NAPLES,24850 Old 41 Road,Bonita Springs,FL,34135-7021,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,5275 University Parkway,Bradenton,FL,34201,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,2486 West Brandon Boulevard,Brandon,FL,33511,,,ping,new,,yes
fitting_chain,GOLFTEC CLEARWATER MALL,23894 US HIGHWAY 19 N,CLEARWATER,FL,33765-1527,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,14917 Lyons Road,Delray Beach,FL,33446,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - DORAL,4400 Northwest 87th Avenue,Doral,FL,33178,,,ping,new,,yes
fitting_chain,GOLFTEC FT MYERS,14261 S TAMIAMI TRL,FORT MYERS,FL,33912-1912,,,ping,new,,yes
fitting_chain,GOLFTEC JACKSONVILLE,4372 SOUTHSIDE BLVD STE 306,JACKSONVILLE,FL,32216-8501,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,13529 Beach Boulevard,Jacksonville,FL,32224,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - PONTE VEDRA,14797 Philips Highway,Jacksonville,FL,32256-3746,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,901 West Indiantown Road,Jupiter,FL,33458,,,ping,new,,yes
fitting_chain,ClubCraft Custom Golf Club Fitting,2885 Jupiter Park Dr #200,Jupiter,FL,33458,+1561-401-9185,https://clubcraft.com/,openseo,new,,yes
fitting_chain,TRUE SPEC GOLF - JUPITER,115 Eagle Trace Court,Jupiter,FL,33477,,,ping,new,,yes
fitting_chain,GOLFTEC SARASOTA,6249 LAKE OSPREY DR,LAKEWOOD RANCH,FL,34240-8433,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,8960 Southwest 72nd Street,Miami,FL,33173,,,ping,new,,yes
fitting_chain,GOLFTEC North Miami Beach,14761 Biscayne Boulevard,Miami,FL,33181,786 891 4779,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - NAPLES GRANDE,7335 Premier Drive,Naples,FL,34105-7276,,,ping,new,,yes
fitting_chain,GOLFTEC MILLENIA,4201 VINELAND RD STE I10,ORLANDO,FL,32811-7486,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,7720 Turkey Lake Road,Orlando,FL,32819-5224,,,ping,new,,yes
fitting_chain,GOLFTEC Lake Nona,9985 Tagore Place,Orlando,FL,32827-7704,321 346 4511,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - ORLANDO,12001 Avenue Verde,Orlando,FL,32821-7071,,,ping,new,,yes
fitting_chain,GOLFTEC ST PETERSBURG,8808 4TH ST N,ST PETERSBURG,FL,33702,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,1481 WP Ball Boulevard,Sanford,FL,32771,,,ping,new,,yes
fitting_chain,GOLFTEC WESTSHORE,4142 W BOY SCOUT BLVD,TAMPA,FL,33607-5714,,,ping,new,,yes
fitting_chain,GOLFTEC New Tampa,18047 Highwoods Preserve Parkway,Tampa,FL,33647,813 608 0283,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,363 Colony Boulevard,The Villages,FL,32162,,,ping,new,,yes
fitting_chain,COOL CLUBS,16301 Phil Ritson Way,Winter Garden,FL,34787-6200,,,ping,new,,yes
fitting_chain,GOLFTEC BUCKHEAD STATION,3145 PEACHTREE RD NE,ATLANTA,GA,30305-1800,,,ping,new,,yes
fitting_chain,GOLFTEC Midtown Atlanta,699 Spring Street Northwest,Atlanta,GA,30308-1977,470 298 7091,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - ATLANTA,3050 Peachtree Road Northwest,Atlanta,GA,30305,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,3310 Buford Drive,Buford,GA,30519-8701,,,ping,new,,yes
fitting_chain,COOL CLUBS,1310 Joe Frank Harris Parkway Southeast,Cartersville,GA,30120-4221,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - NORTH GEORGIA,1310 Joe Frank Harris Parkway Southeast,Cartersville,GA,30120-4221,,,ping,new,,yes
fitting_chain,GOLFTEC ROSWELL,6329 ROSWELL RD,SANDY SPRINGS,GA,30328-3225,,,ping,new,,yes
fitting_chain,GOLFTEC FOX CREEK,1501 WINDY HILL RD SE,SMYRNA,GA,30080-2179,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,6690 Roswell Road,Sandy Springs,GA,30328,,,ping,new,,yes
fitting_chain,GOLFTEC Allen,977 State Highway 121,Allen,TX,75013-2245,469 663 0015,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,3801 North Capital of Texas Highway,Austin,TX,78746,(512) 953-5900,,ping,new,,yes
fitting_chain,GOLFTEC College Station,1505 University Drive East,College Station,TX,77840-2672,979 426 0997,,ping,new,,yes
fitting_chain,GOLFTEC NORTH DALLAS,5290 BELT LINE RD,DALLAS,TX,75254-7512,,,ping,new,,yes
fitting_chain,GOLFTEC PARK CITIES,5400 E MOCKINGBIRD LN,DALLAS,TX,75206-5300,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,5331 East Mockingbird Lane,Dallas,TX,75206,,,ping,new,,yes
fitting_chain,GOLFTEC,641 N RESLER DR,EL PASO,TX,79912-2385,915-308-0880,,ping,new,,yes
fitting_chain,GOLFTEC FORT WORTH,2600 W 7TH ST,FORT WORTH,TX,76107-9321,,,ping,new,,yes
fitting_chain,GOLFTEC BAYBROOK,19074 GULF FWY,FRIENDSWOOD,TX,77546-2703,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,4601 West Freeway,Fort Worth,TX,76107,,,ping,new,,yes
fitting_chain,COOL CLUBS,6363 Dallas Parkway,Frisco,TX,75034-9682,,,ping,new,,yes
fitting_chain,GOLFTEC HOUSTON GALLERIA,5000 WESTHEIMER RD,HOUSTON,TX,77056-5617,,,ping,new,,yes
fitting_chain,GOLFTEC HOUSTON HEIGHTS,2799 KATY FWY,HOUSTON,TX,77007,,,ping,new,,yes
fitting_chain,GOLFTEC MEMORIAL CITY,10403 KATY FWY,HOUSTON,TX,77024-1184,,,ping,new,,yes
fitting_chain,GOLFTEC UPPER KIRBY,5110 BUFFALO SPEEDWAY,HOUSTON,TX,77005-4220,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,10321 Katy Freeway,Houston,TX,77024-1107,,,ping,new,,yes
fitting_chain,GOLFTEC Cypress,27002 Northwest Freeway,Houston,TX,77433,346 666 7005,,ping,new,,yes
fitting_chain,GOLFTEC LAS COLINAS,114 E JOHN CARPENTER FWY,IRVING,TX,75062-3539,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - DALLAS-FORT WORTH,4030 North MacArthur Boulevard,Irving,TX,75038,,,ping,new,,yes
fitting_chain,GOLFTEC PLANO,340 COIT RD,PLANO,TX,75075-5882,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,4701 West Park Boulevard,Plano,TX,75093-2326,,,ping,new,,yes
fitting_chain,GOLFTEC SOUTHLAKE,2757 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,340 East Basse Road,San Antonio,TX,78209,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,19075 Interstate 45,Shenandoah,TX,77385-8705,,,ping,new,,yes
fitting_chain,GOLFTEC SUGAR LAND,16560 Southwest Freeway,Sugar Land,TX,77479,,,ping,new,,yes
fitting_chain,COOL CLUBS,699 Lady of The Lake Boulevard,The Colony,TX,75056,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - CHANDLER,880 N 54TH ST,CHANDLER,AZ,85226-1504,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE CHANDLER,2031 N ARIZONA AVE,CHANDLER,AZ,85225-3409,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE GLENDALE,7360 W BELL RD,GLENDALE,AZ,85308-8526,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - GLENDALE,7765 W BELL RD,PEORIA,AZ,85382-3804,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE N. SCOTTSDALE,7000 E MAYO BLVD,PHOENIX,AZ,85054-6158,602-777-6380,,ping,new,,yes
golf_retail_chain,2ND SWING SCOTTSDALE SOUTH,9130 TALKING STICK WAY,SCOTTSDALE,AZ,85250,,,ping,new,,yes
golf_retail_chain,PGA TOUR Superstore - Shea Scottsdale,8740 E SHEA BLVD,SCOTTSDALE,AZ,85260-6625,480-214-4350,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE TUCSON,4215 N ORACLE RD,TUCSON,AZ,85705-1631,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - CANOGA PARK,21603 VICTORY BLVD,CANOGA PARK,CA,91303,,,ping,new,,yes
golf_retail_chain,GOLF MART - CARLSBAD,2711 HAYMAR DR,CARLSBAD,CA,92008-1260,,,ping,new,,yes
golf_retail_chain,GOLF MART - DEL MAR,15555 JIMMY DURANTE BLVD,DEL MAR,CA,92014-1901,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - DUBLIN,2820 DUBLIN BLVD,DUBLIN,CA,94568-4589,,,ping,new,,yes
golf_retail_chain,GOLF MART - DUBLIN,6694 AMADOR PLAZA RD,DUBLIN,CA,94568-2996,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE EAST PALO ALTO,1751 E BAYSHORE RD,EAST PALO ALTO,CA,94303-2523,,,ping,new,,yes
golf_retail_chain,GOLF MART - ENCINITAS,1441 ENCINITAS BLVD. #110,ENCINITAS,CA,92024,,,ping,new,,yes
golf_retail_chain,GOLF MART - ESCONDIDO,1066 W VALLEY PKWY,ESCONDIDO,CA,92025-2559,,,ping,new,,yes
golf_retail_chain,ROGER DUNN GOLF FRESNO,5618 N BLACKSTONE AVE,FRESNO,CA,93710-5004,559-436-0464,,ping,new,,yes
golf_retail_chain,ROGER DUNN - INDIO,80555 US HIGHWAY 111,INDIO,CA,92201-6532,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE IRVINE,107 TECHNOLOGY DR,IRVINE,CA,92618-2408,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - WEST LOS ANGELES,1801 S BUNDY DR,LOS ANGELES,CA,90025-5201,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - MISSION VIEJO,28191 MARGUERITE PKWY,MISSION VIEJO,CA,92692-3735,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - NEWBURY PARK,2812 CAMINO DOS RIOS,NEWBURY PARK,CA,91320,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - NORTH HOLLYWOOD,5445 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91601-2723,818-763-3622,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE PALM DESERT,72280 HIGHWAY 111,PALM DESERT,CA,92260-2743,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - PASADENA,3635 E FOOTHILL BLVD,PASADENA,CA,91107-3121,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - PLEASANT HILL,120 CRESCENT DR,PLEASANT HILL,CA,94523-5502,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - RANCHO CUCAMONGA,11849 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,91730-3931,9099487959,,ping,new,,yes
golf_retail_chain,ROGER DUNN - RIVERSIDE,10031A INDIANA AVE,RIVERSIDE,CA,92503-9300,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - SACRAMENTO,5771 FIVE STAR BLVD,ROSEVILLE,CA,95678-3456,,,ping,new,,yes
golf_retail_chain,GOLF MART - SAN DIEGO,1231 CAMINO DEL RIO S,SAN DIEGO,CA,92108-3584,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - SAN JOSE,4070 STEVENS CREEK BLVD,SAN JOSE,CA,95129-1334,,,ping,new,,yes
golf_retail_chain,GOLF MART - SAN RAFAEL,530 FRANCISCO BLVD W,SAN RAFAEL,CA,94901-3963,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - SANTA ANA,1421 VILLAGE WAY,SANTA ANA,CA,92705-4714,,,ping,new,,yes
golf_retail_chain,GOLF MART - SANTA ROSA (ROHNERT),2768 SANTA ROSA AVE,SANTA ROSA,CA,95407-6220,,,ping,new,,yes
golf_retail_chain,ROGER DUNN - SEAL BEACH,13958 SEAL BEACH BLVD,SEAL BEACH,CA,90740-5301,,,ping,new,,yes
golf_retail_chain,GOLF MART - SEASIDE,2040 FREMONT BLVD,SEASIDE,CA,93955-3104,831-583-1000,,ping,new,,yes
golf_retail_chain,GOLF MART - SOUTH SAN FRANCISCO,470A NOOR AVE,SOUTH SAN FRANCISCO,CA,94080-5957,650-583-4653,,ping,new,,yes
golf_retail_chain,Golf Galaxy,4070 Stevens Creek Blvd,San Jose,CA,95129,+1408-615-7000,https://stores.golfgalaxy.com/ca/san-jose/3202/?seo=localpack,openseo,new,,yes
golf_retail_chain,GOLF GALAXY - UPLAND,1221 E 19TH ST,UPLAND,CA,91784-9285,,,ping,new,,yes
golf_retail_chain,ROGER DUNN GOLF VISALIA,1813 West Caldwell Avenue,Visalia,CA,93277-8003,5597341385,,ping,new,,yes
golf_retail_chain,GOLF MART - WALNUT CREEK,1299 PARKSIDE DR,WALNUT CREEK,CA,94596-3693,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE ALTAMONTE SPRIN,375 E ALTAMONTE DR,ALTAMONTE SPRINGS,FL,32701-4400,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - BOCA RATON,20655 Lyons Road,Boca Raton,FL,33434-3947,561-717-8432,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - CLEARWATER,2753 GULF TO BAY BLVD,CLEARWATER,FL,33759-3945,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE DELRAY BEACH,1040 LINTON BLVD,DELRAY BEACH,FL,33444-1104,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - DESTIN,36074 EMERALD COAST PKWY,DESTIN,FL,32541-5719,8506540363,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - DORAL,8484 NW 36TH ST,DORAL,FL,33166-6618,(305)591-1220,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - FT MYERS,11120 S CLEVELAND AVE,FORT MYERS,FL,33907-2352,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - FORT MYERS,10091 GULF CENTER DR,FORT MYERS,FL,33913-8963,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - JACKSONVILLE,9365 PHILIPS HWY,JACKSONVILLE,FL,32256-1360,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE JACKSONVILLE,SUITE 300 4906 TOWN CENTER PKWY,JACKSONVILLE,FL,32246,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - JACKSONVILLE BEACH,4082 3RD ST S,JAX BCH,FL,32250-5848,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - LADY LAKE,676 N US-441,LADY LAKE,FL,32159-3777,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - LUTZ,17649 N DALE MABRY HWY,LUTZ,FL,33548-4535,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - NAPLES,6428 HOLLYWOOD BLVD,NAPLES,FL,34109-2038,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE NAPLES,2135 TAMIAMI TRL N,NAPLES,FL,34102-4820,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - N MIAMI BEACH,15999 BISCAYNE BLVD,NORTH MIAMI BEACH,FL,33160-4605,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - ORLANDO,7501 TURKEY LAKE RD,ORLANDO,FL,32819-5223,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - TURKEY LAKE,8055 TURKEY LAKE RD,ORLANDO,FL,32819-7382,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE ORLANDO,7603 TURKEY LAKE RD,ORLANDO,FL,32819-5313,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - PALM BEACH GARDENS,3889 NORTHLAKE BLVD,PALM BEACH GARDENS,FL,33403-1509,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE PBG,3198 PGA BLVD,PALM BEACH GARDENS,FL,33410-2802,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - PALM HARBOR,32257 US HIGHWAY 19 N,PALM HARBOR,FL,34684-3708,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - PEMBROKE CROSSING,11810 PINES BLVD,PEMBROKE PINES,FL,33026-4123,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - PENSACOLA,5717 N DAVIS HWY,PENSACOLA,FL,32503,850-477-0519,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE FT LAUDERDALE,8101 W BROWARD BLVD,PLANTATION,FL,33324-2011,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - POMPANO BEACH,435 S FEDERAL HWY,POMPANO BEACH,FL,33062-5901,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - SARASOTA,143 N CATTLEMEN RD,SARASOTA,FL,34243-4700,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - TALLAHASSEE,2423 CAPITAL CIR NE,TALLAHASSEE,FL,32308-4101,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - TAMPA,11921 N DALE MABRY HWY,TAMPA,FL,33618-3512,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - TAMPA #15,11921 N DALE MABRY HWY,TAMPA,FL,33618-3512,813-960-5330,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE TAMPA,13210 N DALE MABRY HWY,TAMPA,FL,336158,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - VILLAGES,3503 WEDGEWOOD LN,THE VILLAGES,FL,32162-7187,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE SARASOTA,8563 COOPER CREEK BLVD,UNIVERSITY PARK,FL,34201,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - ATLANTA,3150 PIEDMONT RD NE,ATLANTA,GA,30305-3335,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - ATLANTA,2860 CUMBERLAND MALL SE,ATLANTA,GA,30339-4442,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - MARTINEZ,592 Bobby Jones Expressway,Augusta,GA,30907,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE KENNESAW,2911 GEORGE BUSBEE PKWY NW,KENNESAW,GA,30144-6909,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE SUGARLOAF,2255 NEWPOINT PKWY,LAWRENCEVILLE,GA,30043-5509,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE ROSWELL,1005 HOLCOMB WOODS PKWY,ROSWELL,GA,30076-2738,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - SAVANNAH,7700 ABERCORN ST STE 4,SAVANNAH,GA,31406-2459,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - ST SIMONS ISLAND,230 RETREAT VLG,ST SIMONS ISLAND,GA,31522-2403,,,ping,new,,yes
golf_retail_chain,GOLF HEADQUARTERS,6028 BELL ST,AMARILLO,TX,79109-6619,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - DALLAS-ARLINGTON,1001 W INTERSTATE 20,ARLINGTON,TX,76017-5855,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE ARLINGTON,4652 S COOPER ST,ARLINGTON,TX,76017-5826,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - AUSTIN AROBORETUM,10001 RESEARCH BLVD,AUSTIN,TX,78759-5689,,,ping,new,,yes
golf_retail_chain,Golf Galaxy,1001 W Interstate 20,Arlington,TX,76017,+1817-557-5077,https://stores.golfgalaxy.com/tx/arlington/3221/?seo=localpack,openseo,new,,yes
golf_retail_chain,Golf Galaxy,10001 Research Blvd,Austin,TX,78759,+1512-502-9231,https://stores.golfgalaxy.com/tx/austin/3201/?seo=localpack,openseo,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE AUSTIN,10515 North Mopac Expressway,Austin,TX,78758,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - CORPUS CHRISTI,4526 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78411-4412,(361) 852-0358,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - NORTHPARK,9358 N CENTRAL EXPY,DALLAS,TX,75231-5010,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - BAYBROOK,18650 GULF FWY,FRIENDSWOOD,TX,77546-2717,,,ping,new,,yes
golf_retail_chain,2nd Swing PGA Coaching Center,3255 PGA Parkway,Frisco,TX,75033,469-701-1775,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - GRAPEVINE,2100 W NORTHWEST HWY,GRAPEVINE,TX,76051-7808,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - HOUSTON,5395 WESTHEIMER RD,HOUSTON,TX,77056-5402,(713) 627-2411,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - GALLERIA,5078 RICHMOND AVE,HOUSTON,TX,77056-7402,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE HOUSTON,5721 WESTHEIMER ROAD,HOUSTON,TX,77057,,,ping,new,,yes
golf_retail_chain,Golf Galaxy,5078 Richmond Ave,Houston,TX,77056,+1832-203-1518,https://stores.golfgalaxy.com/tx/houston/3045/?seo=localpack,openseo,new,,yes
golf_retail_chain,GOLF GALAXY - KATY,24600 KATY FWY,KATY,TX,77494-7805,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE KATY,24743 KATY FWY,KATY,TX,77494-3261,,,ping,new,,yes
golf_retail_chain,GOLF HEADQUARTERS LUBBOCK,10609 SLIDE RD,LUBBOCK,TX,79424-6970,,,ping,new,,yes
golf_retail_chain,GOLF HEADQUARTERS,2224 N 10TH ST,MCALLEN,TX,78501-4002,,,ping,new,,yes
golf_retail_chain,GOLF HEADQUARTERS,4610 N GARFIELD ST,MIDLAND,TX,79705-2651,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE PLANO (ACCENT),600 ACCENT DR,PLANO,TX,75075-8962,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE PLANO (PRESTON),8700 PRESTON RD,PLANO,TX,75024-3324,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - SAN ANTONIO,1050 NE LOOP 410,SAN ANTONIO,TX,78209-1201,(210) 822-4060,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - SAN ANTONIO,1211 N LOOP 1604 W,SAN ANTONIO,TX,78258-4596,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE WOODLANDS,19075 INTERSTATE 45 S,SHENANDOAH,TX,77385-8705,,,ping,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE SOUTHLAKE,2241 E SOUTHLAKE BLVD,SOUTH LAKE,TX,76092-6852,,,ping,new,,yes
golf_retail_chain,GOLF GALAXY - THE WOODLANDS,25415 IH 45 N,SPRING,TX,77380-3648,,,ping,new,,yes
golf_retail_chain,Golf Galaxy,1211 N Loop 1604 W,San Antonio,TX,78258,+1210-764-1015,https://stores.golfgalaxy.com/tx/san-antonio/3222/?seo=localpack,openseo,new,,yes
golf_retail_chain,PGA TOUR SUPERSTORE SAN ANTONIO,18450 Blanco Road,San Antonio,TX,78258-4052,,,ping,new,,yes
golf_retail_chain,Golf Galaxy,25415 I-45 Ste B,Spring,TX,77380,+1281-292-2288,https://stores.golfgalaxy.com/tx/spring/3229/?seo=localpack,openseo,new,,yes
golf_retail_chain,2ND SWING DALLAS,4711 STATE HIGHWAY 121 STE 200,THE COLONY,TX,75056-2914,,,ping,new,,yes
golf_retail_chain,EDWIN WATTS - TYLER,410 W SOUTHWEST LOOP 323,TYLER,TX,75701-9404,(903) 561-8851,,ping,new,,yes
indie,VANS PRO SHOP-AVONDALE,12247 W INDIAN SCHOOL RD,AVONDALE,AZ,85392-5646,(623)935-9351,,ping,new,,yes
indie,HORNACEK'S GOLF CHANDLER LLC,4975 S ALMA SCHOOL RD,CHANDLER,AZ,85248-5500,,,ping,new,,yes
indie,VANS - GILBERT,2716 S MARKET ST,GILBERT,AZ,85295-1384,,,ping,new,,yes
indie,SUPERSTITION MOUNTAIN GOLF,8000 E CLUB VILLAGE DR,GOLD CANYON,AZ,85118-1801,,,ping,new,,yes
indie,GOLF GURU,5540 E BROADWAY RD,MESA,AZ,85206,4806603830,,ping,new,,yes
indie,VANS - EAST MESA (APACHE),801 S POWER RD,MESA,AZ,85206-5246,,,ping,new,,yes
indie,MARIA PRZYMIERSKI GA,2401 South Lansing,Mesa,AZ,85209-1155,5204009457,,ping,new,,yes
indie,THE RIM CLUB,300 S CLUB HOUSE,PAYSON,AZ,85541-5861,,,ping,new,,yes
indie,VANS - PHOENIX (CAMELBACK),3217 E CAMELBACK RD,PHOENIX,AZ,85018-2307,6029570001,,ping,new,,yes
indie,HORNACEK'S HOUSE OF GOLF INC,23587 N SCOTTSDALE RD STE C4,SCOTTSDALE,AZ,85255-3470,,,ping,new,,yes
indie,Hornacek's Golf - Scottsdale,23587 N SCOTTSDALE RD STE C4,SCOTTSDALE,AZ,85255,,,ping,new,,yes
indie,VANS - NORTH SCOTTSDALE,8720 E FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,AZ,85260-1926,,,ping,new,,yes
indie,VANS - SUN CITY,10001 W BELL RD,SUN CITY,AZ,85351-1297,,,ping,new,,yes
indie,REID WEST GOLF ACADEMIES,12805 W BEARDSLEY RD,SUN CITY WEST,AZ,85375-3300,6236874333,,ping,new,,yes
indie,PUTTING WORLD,16259 North Scottsdale Road,Scottsdale,AZ,85254-1587,,,ping,new,,yes
indie,VANS - TUCSON (CROSSROADS),4861 E. GRANT RD. #161,TUCSON,AZ,85712-2768,,,ping,new,,yes
indie,VANS - TUCSON (ORACLE),4230 N ORACLE RD,TUCSON,AZ,85705-1767,,,ping,new,,yes
indie,Randolph Golf Complex,600 South Alvernon Way,Tucson,AZ,85711,5207914161,,ping,new,,yes
indie,ANCIL HOFFMAN GOLF SHOP,6700 TARSHES DR,CARMICHAEL,CA,95608-5325,916-482-3813 ,,ping,new,,yes
indie,KBS Golf Experience,2622 Gateway Rd #115,Carlsbad,CA,92009,+1760-383-8687,https://kbsgolfx.com/,openseo,new,,yes
indie,DESERT PRINCESS GOLF SHOP,28555 Landau Boulevard,Cathedral City,CA,92234-3508,760.322.2280,,ping,new,,yes
indie,East Bay Golf Center Inc,4050 Port Chicago Highway,Concord,CA,94520-1121,9256866267,,ping,new,,yes
